FID,CommonName,ScientificName,RecordDate,Easting_MGA,Northing_MGA,individualCount,coordinateUncertaintyInMeters,geodeticDatum,Data Resource Name,Location 1
18640,Eastern Long-necked Tortoise,Chelodina longicollis,1/05/1992,149.148,-35.1809,1,200,GDA94,ACT Wildlife Atlas,"(-35.1809, 149.148)"
18641,Eastern Long-necked Tortoise,Chelodina longicollis,15/11/1994,149.173,-35.1615,1,200,GDA94,ACT Wildlife Atlas,"(-35.1615, 149.173)"
18764,Olive Legless Lizard,Delma inornata,15/10/1997,149.019,-35.2769,1,500,GDA94,ACT Wildlife Atlas,"(-35.2769, 149.019)"
18765,Olive Legless Lizard,Delma inornata,12/12/1996,149.04,-35.2837,1,200,GDA94,ACT Wildlife Atlas,"(-35.2837, 149.04)"
18766,Olive Legless Lizard,Delma inornata,12/10/1997,149.04,-35.2837,1,200,GDA94,ACT Wildlife Atlas,"(-35.2837, 149.04)"
18767,Olive Legless Lizard,Delma inornata,6/11/1991,149.06,-35.1464,1,200,GDA94,ACT Wildlife Atlas,"(-35.1464, 149.06)"
18768,Olive Legless Lizard,Delma inornata,5/01/1994,149.069,-35.4239,1,200,GDA94,ACT Wildlife Atlas,"(-35.4239, 149.069)"
18769,Olive Legless Lizard,Delma inornata,10/11/1993,149.085,-35.2875,1,200,GDA94,ACT Wildlife Atlas,"(-35.2875, 149.085)"
18770,Olive Legless Lizard,Delma inornata,8/12/1993,149.082,-35.283,1,200,GDA94,ACT Wildlife Atlas,"(-35.283, 149.082)"
18771,Olive Legless Lizard,Delma inornata,11/07/1993,149.022,-35.3309,1,200,GDA94,ACT Wildlife Atlas,"(-35.3309, 149.022)"
18772,Olive Legless Lizard,Delma inornata,22/03/1996,149.048,-35.4125,1,200,GDA94,ACT Wildlife Atlas,"(-35.4125, 149.048)"
18448,Bush Rat,Rattus fuscipes,6/03/2008,148.882,-35.5996,1,10,GDA94,ACT Wildlife Atlas,"(-35.5996, 148.882)"
18449,Agile Antechinus,Antechinus agilis,6/03/2000,148.882,-35.5996,1,10,GDA94,ACT Wildlife Atlas,"(-35.5996, 148.882)"
18451,Bush Rat,Rattus fuscipes,6/03/2008,148.882,-35.5996,1,10,GDA94,ACT Wildlife Atlas,"(-35.5996, 148.882)"
18452,Agile Antechinus,Antechinus agilis,7/03/2008,148.882,-35.5996,1,10,GDA94,ACT Wildlife Atlas,"(-35.5996, 148.882)"
18453,Bush Rat,Rattus fuscipes,7/03/2008,148.882,-35.5996,1,10,GDA94,ACT Wildlife Atlas,"(-35.5996, 148.882)"
18454,Bush Rat,Rattus fuscipes,7/03/2008,148.882,-35.5996,1,10,GDA94,ACT Wildlife Atlas,"(-35.5996, 148.882)"
18455,House Mouse,Mus musculus,7/03/2008,148.882,-35.5996,1,10,GDA94,ACT Wildlife Atlas,"(-35.5996, 148.882)"
18456,Bush Rat,Rattus fuscipes,7/03/2008,148.882,-35.5996,1,10,GDA94,ACT Wildlife Atlas,"(-35.5996, 148.882)"
18457,Agile Antechinus,Antechinus agilis,7/03/2008,148.882,-35.5996,1,10,GDA94,ACT Wildlife Atlas,"(-35.5996, 148.882)"
18458,Agile Antechinus,Antechinus agilis,6/03/2008,148.988,-35.6658,1,10,GDA94,ACT Wildlife Atlas,"(-35.6658, 148.988)"
18287,Bush Rat,Rattus fuscipes,25/03/2010,148.776,-35.5327,1,10,GDA94,ACT Wildlife Atlas,"(-35.5327, 148.776)"
18289,Agile Antechinus,Antechinus agilis,25/03/2010,148.776,-35.5333,1,10,GDA94,ACT Wildlife Atlas,"(-35.5333, 148.776)"
18290,Agile Antechinus,Antechinus agilis,26/03/2010,148.867,-35.3161,1,10,GDA94,ACT Wildlife Atlas,"(-35.3161, 148.867)"
18291,Agile Antechinus,Antechinus agilis,26/03/2010,148.859,-35.3168,1,10,GDA94,ACT Wildlife Atlas,"(-35.3168, 148.859)"
18292,Bush Rat,Rattus fuscipes,26/03/2010,148.775,-35.5323,1,10,GDA94,ACT Wildlife Atlas,"(-35.5323, 148.775)"
18293,Bush Rat,Rattus fuscipes,26/03/2010,148.776,-35.5322,1,10,GDA94,ACT Wildlife Atlas,"(-35.5322, 148.776)"
18294,Bush Rat,Rattus fuscipes,26/03/2010,148.776,-35.5328,1,10,GDA94,ACT Wildlife Atlas,"(-35.5328, 148.776)"
18295,Bush Rat,Rattus fuscipes,26/03/2010,148.776,-35.5328,1,10,GDA94,ACT Wildlife Atlas,"(-35.5328, 148.776)"
18296,Agile Antechinus,Antechinus agilis,26/03/2010,148.776,-35.533,1,10,GDA94,ACT Wildlife Atlas,"(-35.533, 148.776)"
18298,Bush Rat,Rattus fuscipes,26/03/2010,148.776,-35.5335,1,10,GDA94,ACT Wildlife Atlas,"(-35.5335, 148.776)"
18299,Agile Antechinus,Antechinus agilis,24/03/2010,148.971,-35.6413,1,10,GDA94,ACT Wildlife Atlas,"(-35.6413, 148.971)"
20416,Red-bellied Black Snake,Pseudechis porphyriacus,10/04/1990,148.906,-35.5708,1,1000,GDA94,ACT Wildlife Atlas,"(-35.5708, 148.906)"
20417,Red-bellied Black Snake,Pseudechis porphyriacus,1/04/1991,149.053,-35.2222,1,500,GDA94,ACT Wildlife Atlas,"(-35.2222, 149.053)"
20418,Red-bellied Black Snake,Pseudechis porphyriacus,19/02/1994,149.04,-35.254,1,200,GDA94,ACT Wildlife Atlas,"(-35.254, 149.04)"
20420,Red-bellied Black Snake,Pseudechis porphyriacus,9/01/1994,149.034,-35.3605,1,200,GDA94,ACT Wildlife Atlas,"(-35.3605, 149.034)"
20421,Red-bellied Black Snake,Pseudechis porphyriacus,4/04/1994,149.033,-35.3307,1,200,GDA94,ACT Wildlife Atlas,"(-35.3307, 149.033)"
20422,Red-bellied Black Snake,Pseudechis porphyriacus,1/12/1984,149.041,-35.3712,1,200,GDA94,ACT Wildlife Atlas,"(-35.3712, 149.041)"
20423,Red-bellied Black Snake,Pseudechis porphyriacus,14/04/1985,149.043,-35.3324,1,200,GDA94,ACT Wildlife Atlas,"(-35.3324, 149.043)"
20424,Red-bellied Black Snake,Pseudechis porphyriacus,9/12/1993,149.035,-35.3469,1,200,GDA94,ACT Wildlife Atlas,"(-35.3469, 149.035)"
20425,Red-bellied Black Snake,Pseudechis porphyriacus,15/10/1987,149.108,-35.3718,1,200,GDA94,ACT Wildlife Atlas,"(-35.3718, 149.108)"
20426,Red-bellied Black Snake,Pseudechis porphyriacus,17/03/1984,149.042,-35.3747,1,200,GDA94,ACT Wildlife Atlas,"(-35.3747, 149.042)"
20427,Red-bellied Black Snake,Pseudechis porphyriacus,6/07/1995,149.117,-35.3969,1,200,GDA94,ACT Wildlife Atlas,"(-35.3969, 149.117)"
20879,Eastern Brown Snake,Pseudonaja textilis,2/02/1991,149.155,-35.2826,1,100,GDA94,ACT Wildlife Atlas,"(-35.2826, 149.155)"
20880,Eastern Brown Snake,Pseudonaja textilis,24/06/1991,149.103,-35.4134,1,100,GDA94,ACT Wildlife Atlas,"(-35.4134, 149.103)"
20881,Red-bellied Black Snake,Pseudechis porphyriacus,13/11/1991,149.121,-35.2706,1,100,GDA94,ACT Wildlife Atlas,"(-35.2706, 149.121)"
20882,Eastern Long-necked Tortoise,Chelodina longicollis,11/07/1991,149.067,-35.4275,1,100,GDA94,ACT Wildlife Atlas,"(-35.4275, 149.067)"
20883,Eastern Brown Snake,Pseudonaja textilis,22/12/1991,149.071,-35.2697,1,100,GDA94,ACT Wildlife Atlas,"(-35.2697, 149.071)"
20885,Eastern Brown Snake,Pseudonaja textilis,2/12/1991,149.068,-35.2643,1,100,GDA94,ACT Wildlife Atlas,"(-35.2643, 149.068)"
20886,Eastern Brown Snake,Pseudonaja textilis,3/12/1991,149.122,-35.2805,1,100,GDA94,ACT Wildlife Atlas,"(-35.2805, 149.122)"
20887,Eastern Brown Snake,Pseudonaja textilis,4/12/1991,149.075,-35.3535,1,100,GDA94,ACT Wildlife Atlas,"(-35.3535, 149.075)"
20888,Eastern Brown Snake,Pseudonaja textilis,4/12/1991,149.095,-35.4252,1,100,GDA94,ACT Wildlife Atlas,"(-35.4252, 149.095)"
20889,Eastern Brown Snake,Pseudonaja textilis,23/12/1991,149.082,-35.375,1,100,GDA94,ACT Wildlife Atlas,"(-35.375, 149.082)"
20890,Eastern Brown Snake,Pseudonaja textilis,22/12/1991,149.119,-35.2274,1,100,GDA94,ACT Wildlife Atlas,"(-35.2274, 149.119)"
20891,Eastern Brown Snake,Pseudonaja textilis,22/12/1991,149.045,-35.3801,1,100,GDA94,ACT Wildlife Atlas,"(-35.3801, 149.045)"
20534,Eastern Brown Snake,Pseudonaja textilis,27/12/1993,149.077,-35.3723,1,200,GDA94,ACT Wildlife Atlas,"(-35.3723, 149.077)"
20535,Eastern Brown Snake,Pseudonaja textilis,7/11/1991,149.075,-35.3715,1,200,GDA94,ACT Wildlife Atlas,"(-35.3715, 149.075)"
20536,Eastern Brown Snake,Pseudonaja textilis,29/01/1994,149.029,-35.3569,1,200,GDA94,ACT Wildlife Atlas,"(-35.3569, 149.029)"
20537,Eastern Brown Snake,Pseudonaja textilis,10/12/1994,149.031,-35.3542,1,200,GDA94,ACT Wildlife Atlas,"(-35.3542, 149.031)"
20538,Eastern Brown Snake,Pseudonaja textilis,17/09/1994,149.031,-35.3542,1,200,GDA94,ACT Wildlife Atlas,"(-35.3542, 149.031)"
20539,Eastern Brown Snake,Pseudonaja textilis,26/09/1993,149.044,-35.3702,1,200,GDA94,ACT Wildlife Atlas,"(-35.3702, 149.044)"
20540,Eastern Brown Snake,Pseudonaja textilis,24/09/1993,149.028,-35.3533,1,200,GDA94,ACT Wildlife Atlas,"(-35.3533, 149.028)"
20541,Eastern Brown Snake,Pseudonaja textilis,26/09/1993,149.043,-35.3693,1,200,GDA94,ACT Wildlife Atlas,"(-35.3693, 149.043)"
20542,Eastern Brown Snake,Pseudonaja textilis,24/10/1993,149.029,-35.3569,1,200,GDA94,ACT Wildlife Atlas,"(-35.3569, 149.029)"
20543,Eastern Brown Snake,Pseudonaja textilis,9/11/1994,149.157,-35.1672,1,200,GDA94,ACT Wildlife Atlas,"(-35.1672, 149.157)"
20544,Eastern Brown Snake,Pseudonaja textilis,8/04/1991,149.087,-35.6733,1,200,GDA94,ACT Wildlife Atlas,"(-35.6733, 149.087)"
20582,Eastern Brown Snake,Pseudonaja textilis,18/03/1992,149.123,-35.3337,1,200,GDA94,ACT Wildlife Atlas,"(-35.3337, 149.123)"
20583,Eastern Brown Snake,Pseudonaja textilis,19/02/1993,149.157,-35.2447,1,200,GDA94,ACT Wildlife Atlas,"(-35.2447, 149.157)"
20584,Eastern Brown Snake,Pseudonaja textilis,1/03/1991,149.166,-35.2383,1,200,GDA94,ACT Wildlife Atlas,"(-35.2383, 149.166)"
20585,Eastern Brown Snake,Pseudonaja textilis,4/12/1991,149.131,-35.2524,1,200,GDA94,ACT Wildlife Atlas,"(-35.2524, 149.131)"
20586,Eastern Brown Snake,Pseudonaja textilis,18/10/1991,149.144,-35.3144,1,200,GDA94,ACT Wildlife Atlas,"(-35.3144, 149.144)"
20587,Eastern Brown Snake,Pseudonaja textilis,2/03/1994,149.125,-35.248,1,200,GDA94,ACT Wildlife Atlas,"(-35.248, 149.125)"
20588,Eastern Brown Snake,Pseudonaja textilis,28/10/1991,149.153,-35.3322,1,200,GDA94,ACT Wildlife Atlas,"(-35.3322, 149.153)"
20590,Eastern Brown Snake,Pseudonaja textilis,25/11/1991,149.128,-35.2534,1,500,GDA94,ACT Wildlife Atlas,"(-35.2534, 149.128)"
20591,Eastern Brown Snake,Pseudonaja textilis,8/10/1986,149.04,-35.2855,1,500,GDA94,ACT Wildlife Atlas,"(-35.2855, 149.04)"
20592,Eastern Brown Snake,Pseudonaja textilis,12/11/1986,149.04,-35.2855,1,500,GDA94,ACT Wildlife Atlas,"(-35.2855, 149.04)"
20593,Eastern Brown Snake,Pseudonaja textilis,3/01/1991,149.049,-35.3566,1,200,GDA94,ACT Wildlife Atlas,"(-35.3566, 149.049)"
20892,Eastern Brown Snake,Pseudonaja textilis,20/12/1991,149.075,-35.3922,1,100,GDA94,ACT Wildlife Atlas,"(-35.3922, 149.075)"
20894,Eastern Brown Snake,Pseudonaja textilis,23/12/1991,149.078,-35.2741,1,100,GDA94,ACT Wildlife Atlas,"(-35.2741, 149.078)"
20895,Eastern Brown Snake,Pseudonaja textilis,26/12/1991,149.171,-35.2923,1,100,GDA94,ACT Wildlife Atlas,"(-35.2923, 149.171)"
20896,Eastern Brown Snake,Pseudonaja textilis,25/12/1991,149.112,-35.4006,1,100,GDA94,ACT Wildlife Atlas,"(-35.4006, 149.112)"
20897,Eastern Brown Snake,Pseudonaja textilis,27/12/1991,149.043,-36.113,1,100,GDA94,ACT Wildlife Atlas,"(-36.113, 149.043)"
20898,Eastern Brown Snake,Pseudonaja textilis,28/12/1991,149.084,-35.2523,1,100,GDA94,ACT Wildlife Atlas,"(-35.2523, 149.084)"
20899,Common Blue Tongue,Tiliqua scincoides,8/12/1991,149.076,-35.3543,1,100,GDA94,ACT Wildlife Atlas,"(-35.3543, 149.076)"
20900,Eastern Brown Snake,Pseudonaja textilis,20/12/1991,149.007,-36.11,1,100,GDA94,ACT Wildlife Atlas,"(-36.11, 149.007)"
20901,Eastern Brown Snake,Pseudonaja textilis,19/11/1991,149.082,-35.2902,1,100,GDA94,ACT Wildlife Atlas,"(-35.2902, 149.082)"
20902,Common Blue Tongue,Tiliqua scincoides,19/11/1991,149.127,-35.3462,1,100,GDA94,ACT Wildlife Atlas,"(-35.3462, 149.127)"
20904,Eastern Brown Snake,Pseudonaja textilis,19/11/1991,149.11,-35.4114,1,100,GDA94,ACT Wildlife Atlas,"(-35.4114, 149.11)"
20905,Eastern Brown Snake,Pseudonaja textilis,29/11/1991,149.059,-35.3943,1,100,GDA94,ACT Wildlife Atlas,"(-35.3943, 149.059)"
20906,Eastern Brown Snake,Pseudonaja textilis,25/11/1991,149.078,-35.3489,1,100,GDA94,ACT Wildlife Atlas,"(-35.3489, 149.078)"
20907,Eastern Brown Snake,Pseudonaja textilis,8/12/1991,149.095,-35.4144,1,100,GDA94,ACT Wildlife Atlas,"(-35.4144, 149.095)"
20908,Eastern Brown Snake,Pseudonaja textilis,25/11/1991,149.073,-35.3427,1,100,GDA94,ACT Wildlife Atlas,"(-35.3427, 149.073)"
20910,Common Blue Tongue,Tiliqua scincoides,26/11/1991,149.073,-35.3391,1,100,GDA94,ACT Wildlife Atlas,"(-35.3391, 149.073)"
20911,Common Blue Tongue,Tiliqua scincoides,24/11/1991,149.034,-35.3587,1,100,GDA94,ACT Wildlife Atlas,"(-35.3587, 149.034)"
20913,Eastern Brown Snake,Pseudonaja textilis,8/12/1991,149.044,-35.3882,1,100,GDA94,ACT Wildlife Atlas,"(-35.3882, 149.044)"
20914,Common Blue Tongue,Tiliqua scincoides,5/12/1991,149.124,-35.3409,1,100,GDA94,ACT Wildlife Atlas,"(-35.3409, 149.124)"
20915,Eastern Brown Snake,Pseudonaja textilis,4/12/1991,149.067,-35.267,1,100,GDA94,ACT Wildlife Atlas,"(-35.267, 149.067)"
20223,Shingleback,Tiliqua rugosa,12/10/1991,149.249,-35.308,1,500,GDA94,ACT Wildlife Atlas,"(-35.308, 149.249)"
20916,Red-bellied Black Snake,Pseudechis porphyriacus,4/12/1991,149.045,-35.2728,1,100,GDA94,ACT Wildlife Atlas,"(-35.2728, 149.045)"
20917,Common Blue Tongue,Tiliqua scincoides,18/10/1991,149.1,-35.3088,1,100,GDA94,ACT Wildlife Atlas,"(-35.3088, 149.1)"
20918,Eastern Brown Snake,Pseudonaja textilis,15/10/1991,149.039,-35.4559,1,100,GDA94,ACT Wildlife Atlas,"(-35.4559, 149.039)"
20919,Eastern Brown Snake,Pseudonaja textilis,14/10/1991,148.967,-36.0314,1,100,GDA94,ACT Wildlife Atlas,"(-36.0314, 148.967)"
20545,Eastern Brown Snake,Pseudonaja textilis,16/10/1990,149.086,-35.7328,1,200,GDA94,ACT Wildlife Atlas,"(-35.7328, 149.086)"
20546,Eastern Brown Snake,Pseudonaja textilis,1/12/1992,149.006,-35.7215,1,500,GDA94,ACT Wildlife Atlas,"(-35.7215, 149.006)"
20547,Eastern Brown Snake,Pseudonaja textilis,21/10/1991,149.003,-35.8613,1,200,GDA94,ACT Wildlife Atlas,"(-35.8613, 149.003)"
20548,Eastern Brown Snake,Pseudonaja textilis,31/12/1991,149.01,-35.6412,1,200,GDA94,ACT Wildlife Atlas,"(-35.6412, 149.01)"
20549,Eastern Brown Snake,Pseudonaja textilis,24/02/1988,148.805,-35.383,1,200,GDA94,ACT Wildlife Atlas,"(-35.383, 148.805)"
20551,Eastern Brown Snake,Pseudonaja textilis,19/11/1984,148.999,-35.6784,1,200,GDA94,ACT Wildlife Atlas,"(-35.6784, 148.999)"
20552,Eastern Brown Snake,Pseudonaja textilis,11/11/1993,149.004,-35.644,1,200,GDA94,ACT Wildlife Atlas,"(-35.644, 149.004)"
20553,Eastern Brown Snake,Pseudonaja textilis,14/11/1991,148.979,-35.658,1,200,GDA94,ACT Wildlife Atlas,"(-35.658, 148.979)"
20554,Eastern Brown Snake,Pseudonaja textilis,16/03/1993,149.006,-35.6431,1,200,GDA94,ACT Wildlife Atlas,"(-35.6431, 149.006)"
20555,Eastern Brown Snake,Pseudonaja textilis,4/02/1994,149.088,-35.2162,1,200,GDA94,ACT Wildlife Atlas,"(-35.2162, 149.088)"
20556,Eastern Brown Snake,Pseudonaja textilis,10/03/1994,149.021,-35.2191,1,200,GDA94,ACT Wildlife Atlas,"(-35.2191, 149.021)"
20596,Eastern Brown Snake,Pseudonaja textilis,8/01/1993,149.027,-35.3254,1,200,GDA94,ACT Wildlife Atlas,"(-35.3254, 149.027)"
20597,Eastern Brown Snake,Pseudonaja textilis,24/10/1991,149.054,-35.3286,1,200,GDA94,ACT Wildlife Atlas,"(-35.3286, 149.054)"
20598,Eastern Brown Snake,Pseudonaja textilis,27/09/1988,149.032,-35.3524,1,200,GDA94,ACT Wildlife Atlas,"(-35.3524, 149.032)"
20599,Eastern Brown Snake,Pseudonaja textilis,16/02/1992,149.058,-35.3213,1,200,GDA94,ACT Wildlife Atlas,"(-35.3213, 149.058)"
20600,Eastern Brown Snake,Pseudonaja textilis,2/01/1991,149.083,-35.3668,1,200,GDA94,ACT Wildlife Atlas,"(-35.3668, 149.083)"
20601,Eastern Brown Snake,Pseudonaja textilis,6/02/1995,149.087,-35.3776,1,200,GDA94,ACT Wildlife Atlas,"(-35.3776, 149.087)"
20602,Eastern Brown Snake,Pseudonaja textilis,5/02/1994,149.113,-35.3816,1,200,GDA94,ACT Wildlife Atlas,"(-35.3816, 149.113)"
20603,Eastern Brown Snake,Pseudonaja textilis,28/10/1992,149.106,-35.3682,1,200,GDA94,ACT Wildlife Atlas,"(-35.3682, 149.106)"
20604,Eastern Brown Snake,Pseudonaja textilis,19/03/1994,149.073,-35.3382,1,200,GDA94,ACT Wildlife Atlas,"(-35.3382, 149.073)"
20605,Eastern Brown Snake,Pseudonaja textilis,27/11/1991,149.11,-35.3826,1,200,GDA94,ACT Wildlife Atlas,"(-35.3826, 149.11)"
20606,Eastern Brown Snake,Pseudonaja textilis,2/01/1991,149.084,-35.3776,1,200,GDA94,ACT Wildlife Atlas,"(-35.3776, 149.084)"
20990,Shingleback,Tiliqua rugosa,10/10/2006,149.151,-35.2618,1,100,GDA94,ACT Wildlife Atlas,"(-35.2618, 149.151)"
20991,Bearded Dragon,Pogona barbatus,14/10/2006,148.952,-35.2427,1,100,GDA94,ACT Wildlife Atlas,"(-35.2427, 148.952)"
20992,Eastern Water Dragon,Physignathus lesueurii,16/09/1990,149.018,-35.953,3,100,GDA94,ACT Wildlife Atlas,"(-35.953, 149.018)"
20995,Black-headed Snake,Suta spectablis,19/05/1993,149.083,-35.3308,1,100,GDA94,ACT Wildlife Atlas,"(-35.3308, 149.083)"
20996,Copper-tailed Skink,Ctenotus taeniolatus,1/10/1991,149.099,-35.2719,1,100,GDA94,ACT Wildlife Atlas,"(-35.2719, 149.099)"
20999,Delicate Skink,Lampropholis delicata,3/12/1991,149.096,-35.3801,1,100,GDA94,ACT Wildlife Atlas,"(-35.3801, 149.096)"
21000,Olive Legless Lizard,Delma inornata,2/12/1991,149.096,-35.3801,1,100,GDA94,ACT Wildlife Atlas,"(-35.3801, 149.096)"
21001,Delicate Skink,Lampropholis delicata,1/12/1991,149.096,-35.3801,1,100,GDA94,ACT Wildlife Atlas,"(-35.3801, 149.096)"
21002,Delicate Skink,Lampropholis delicata,30/11/1991,149.096,-35.3801,3,100,GDA94,ACT Wildlife Atlas,"(-35.3801, 149.096)"
20934,Common Blue Tongue,Tiliqua scincoides,14/03/1991,149.09,-36.1104,1,100,GDA94,ACT Wildlife Atlas,"(-36.1104, 149.09)"
20936,Eastern Brown Snake,Pseudonaja textilis,12/03/1991,149.062,-35.2545,1,100,GDA94,ACT Wildlife Atlas,"(-35.2545, 149.062)"
20937,Eastern Brown Snake,Pseudonaja textilis,8/03/1991,149.198,-35.3459,1,100,GDA94,ACT Wildlife Atlas,"(-35.3459, 149.198)"
20938,Common Blue Tongue,Tiliqua scincoides,6/02/1992,149.135,-35.4137,1,100,GDA94,ACT Wildlife Atlas,"(-35.4137, 149.135)"
20940,Red-bellied Black Snake,Pseudechis porphyriacus,19/03/1992,149.074,-35.4896,1,100,GDA94,ACT Wildlife Atlas,"(-35.4896, 149.074)"
20941,Eastern Brown Snake,Pseudonaja textilis,30/11/1989,149.155,-35.3142,1,100,GDA94,ACT Wildlife Atlas,"(-35.3142, 149.155)"
20942,Common Blue Tongue,Tiliqua scincoides,25/03/1992,149.102,-36.121,1,100,GDA94,ACT Wildlife Atlas,"(-36.121, 149.102)"
20943,Eastern Brown Snake,Pseudonaja textilis,25/03/1992,149.136,-35.411,1,100,GDA94,ACT Wildlife Atlas,"(-35.411, 149.136)"
20944,Eastern Brown Snake,Pseudonaja textilis,17/03/1992,149.177,-35.4328,1,100,GDA94,ACT Wildlife Atlas,"(-35.4328, 149.177)"
20945,Eastern Brown Snake,Pseudonaja textilis,12/03/1992,149.046,-36.1184,1,100,GDA94,ACT Wildlife Atlas,"(-36.1184, 149.046)"
20946,Blotched blue tongue,Tiliqua nigrolutea,12/03/1992,149.072,-35.2624,1,100,GDA94,ACT Wildlife Atlas,"(-35.2624, 149.072)"
20947,Common Blue Tongue,Tiliqua scincoides,12/03/1992,149.106,-36.1119,1,100,GDA94,ACT Wildlife Atlas,"(-36.1119, 149.106)"
20557,Eastern Brown Snake,Pseudonaja textilis,16/02/1991,149.006,-35.2149,1,200,GDA94,ACT Wildlife Atlas,"(-35.2149, 149.006)"
20558,Eastern Brown Snake,Pseudonaja textilis,4/01/1991,149.007,-35.2176,1,200,GDA94,ACT Wildlife Atlas,"(-35.2176, 149.007)"
20559,Eastern Brown Snake,Pseudonaja textilis,16/11/1994,149.069,-35.2661,1,200,GDA94,ACT Wildlife Atlas,"(-35.2661, 149.069)"
20560,Eastern Brown Snake,Pseudonaja textilis,5/11/1991,149.093,-35.2044,1,200,GDA94,ACT Wildlife Atlas,"(-35.2044, 149.093)"
20561,Eastern Brown Snake,Pseudonaja textilis,7/03/1991,149.08,-35.2127,1,200,GDA94,ACT Wildlife Atlas,"(-35.2127, 149.08)"
20563,Eastern Brown Snake,Pseudonaja textilis,24/02/1991,149.101,-35.216,1,200,GDA94,ACT Wildlife Atlas,"(-35.216, 149.101)"
20564,Eastern Brown Snake,Pseudonaja textilis,5/10/1993,149.025,-35.2137,1,200,GDA94,ACT Wildlife Atlas,"(-35.2137, 149.025)"
20565,Eastern Brown Snake,Pseudonaja textilis,16/09/1993,149.03,-35.201,1,200,GDA94,ACT Wildlife Atlas,"(-35.201, 149.03)"
20566,Eastern Brown Snake,Pseudonaja textilis,30/09/1993,149.092,-35.2414,1,200,GDA94,ACT Wildlife Atlas,"(-35.2414, 149.092)"
20567,Eastern Brown Snake,Pseudonaja textilis,6/03/1991,149.038,-35.199,1,200,GDA94,ACT Wildlife Atlas,"(-35.199, 149.038)"
20568,Eastern Brown Snake,Pseudonaja textilis,28/03/1994,149.009,-35.2166,1,200,GDA94,ACT Wildlife Atlas,"(-35.2166, 149.009)"
20608,Eastern Brown Snake,Pseudonaja textilis,4/03/1994,149.077,-35.3426,1,200,GDA94,ACT Wildlife Atlas,"(-35.3426, 149.077)"
20609,Eastern Brown Snake,Pseudonaja textilis,26/10/1991,149.077,-35.3417,1,200,GDA94,ACT Wildlife Atlas,"(-35.3417, 149.077)"
20610,Eastern Brown Snake,Pseudonaja textilis,26/09/1992,149.166,-35.3798,1,200,GDA94,ACT Wildlife Atlas,"(-35.3798, 149.166)"
20611,Eastern Brown Snake,Pseudonaja textilis,23/11/1992,149.195,-35.3441,1,200,GDA94,ACT Wildlife Atlas,"(-35.3441, 149.195)"
20612,Eastern Brown Snake,Pseudonaja textilis,27/02/1991,149.171,-35.3887,1,200,GDA94,ACT Wildlife Atlas,"(-35.3887, 149.171)"
20613,Eastern Brown Snake,Pseudonaja textilis,3/11/1993,149.09,-35.4623,1,500,GDA94,ACT Wildlife Atlas,"(-35.4623, 149.09)"
20614,Eastern Brown Snake,Pseudonaja textilis,6/03/1991,149.04,-35.3766,1,200,GDA94,ACT Wildlife Atlas,"(-35.3766, 149.04)"
20615,Eastern Brown Snake,Pseudonaja textilis,9/03/1992,149.122,-35.4293,1,200,GDA94,ACT Wildlife Atlas,"(-35.4293, 149.122)"
20616,Eastern Brown Snake,Pseudonaja textilis,13/11/1995,149.105,-35.4683,1,200,GDA94,ACT Wildlife Atlas,"(-35.4683, 149.105)"
20224,Shingleback,Tiliqua rugosa,26/12/1992,149.154,-35.2718,1,200,GDA94,ACT Wildlife Atlas,"(-35.2718, 149.154)"
20617,Eastern Brown Snake,Pseudonaja textilis,24/11/1991,149.074,-35.4021,1,200,GDA94,ACT Wildlife Atlas,"(-35.4021, 149.074)"
20618,Eastern Brown Snake,Pseudonaja textilis,6/02/1994,149.043,-35.3747,1,200,GDA94,ACT Wildlife Atlas,"(-35.3747, 149.043)"
21003,Striped Skink,Ctenotus robustus,29/11/1991,149.096,-35.3801,2,100,GDA94,ACT Wildlife Atlas,"(-35.3801, 149.096)"
21004,Nobbi Dragon,Amphibolurus nobbi,11/01/1991,149.138,-35.6967,1,100,GDA94,ACT Wildlife Atlas,"(-35.6967, 149.138)"
21005,Blind Snake,Ramphotyphlops nigrescens,17/12/1985,149.113,-35.3786,1,100,GDA94,ACT Wildlife Atlas,"(-35.3786, 149.113)"
21006,Striped Skink,Ctenotus robustus,8/12/1991,149.095,-35.3819,1,100,GDA94,ACT Wildlife Atlas,"(-35.3819, 149.095)"
21007,Delicate Skink,Lampropholis delicata,8/12/1991,149.095,-35.3819,1,100,GDA94,ACT Wildlife Atlas,"(-35.3819, 149.095)"
21008,Striped Skink,Ctenotus robustus,8/12/1991,149.095,-35.3819,1,100,GDA94,ACT Wildlife Atlas,"(-35.3819, 149.095)"
21009,Delicate Skink,Lampropholis delicata,4/12/1991,149.095,-35.3819,1,100,GDA94,ACT Wildlife Atlas,"(-35.3819, 149.095)"
21010,Boulenger's Skink,Morethia boulengeri,3/12/1991,149.095,-35.3819,1,100,GDA94,ACT Wildlife Atlas,"(-35.3819, 149.095)"
21011,Striped Skink,Ctenotus robustus,8/12/1991,149.095,-35.3819,1,100,GDA94,ACT Wildlife Atlas,"(-35.3819, 149.095)"
21012,Striped Skink,Ctenotus robustus,9/12/1991,149.095,-35.3819,1,100,GDA94,ACT Wildlife Atlas,"(-35.3819, 149.095)"
