FID,CommonName,ScientificName,RecordDate,Easting_MGA,Northing_MGA,individualCount,coordinateUncertaintyInMeters,geodeticDatum,Data Resource Name,Location 1
45,Eastern Banjo Frog,Limnodynastes dumerilii,9/11/1993,149.102,-35.5666,1,200,GDA94,ACT Wildlife Atlas,"(-35.5666, 149.102)"
46,Eastern Banjo Frog,Limnodynastes dumerilii,16/12/1993,149.099,-35.5667,1,200,GDA94,ACT Wildlife Atlas,"(-35.5667, 149.099)"
47,Eastern Banjo Frog,Limnodynastes dumerilii,18/10/1993,149.077,-35.5265,1,,GDA94,ACT Wildlife Atlas,"(-35.5265, 149.077)"
48,Eastern Banjo Frog,Limnodynastes dumerilii,1/10/1993,148.982,-35.2991,1,200,GDA94,ACT Wildlife Atlas,"(-35.2991, 148.982)"
49,Eastern Banjo Frog,Limnodynastes dumerilii,5/12/1996,148.938,-35.2448,1,200,GDA94,ACT Wildlife Atlas,"(-35.2448, 148.938)"
50,Eastern Banjo Frog,Limnodynastes dumerilii,2/05/1988,149.115,-35.5835,1,200,GDA94,ACT Wildlife Atlas,"(-35.5835, 149.115)"
51,Eastern Banjo Frog,Limnodynastes dumerilii,22/10/1992,148.95,-35.2906,1,500,GDA94,ACT Wildlife Atlas,"(-35.2906, 148.95)"
52,Eastern Banjo Frog,Limnodynastes dumerilii,18/12/1996,148.949,-35.2906,1,200,GDA94,ACT Wildlife Atlas,"(-35.2906, 148.949)"
53,Eastern Banjo Frog,Limnodynastes dumerilii,23/10/1992,148.95,-35.2906,1,500,GDA94,ACT Wildlife Atlas,"(-35.2906, 148.95)"
54,Eastern Banjo Frog,Limnodynastes dumerilii,19/10/1995,148.952,-35.3194,1,200,GDA94,ACT Wildlife Atlas,"(-35.3194, 148.952)"
55,Eastern Banjo Frog,Limnodynastes dumerilii,19/01/1993,148.964,-35.3147,1,500,GDA94,ACT Wildlife Atlas,"(-35.3147, 148.964)"
1,Eastern Banjo Frog,Limnodynastes dumerilii,27/10/1994,148.828,-35.4458,1,200,GDA94,ACT Wildlife Atlas,"(-35.4458, 148.828)"
2,Eastern Banjo Frog,Limnodynastes dumerilii,3/02/1992,148.94,-35.3286,1,200,GDA94,ACT Wildlife Atlas,"(-35.3286, 148.94)"
3,Eastern Banjo Frog,Limnodynastes dumerilii,2/04/1996,148.915,-35.339,1,200,GDA94,ACT Wildlife Atlas,"(-35.339, 148.915)"
4,Eastern Banjo Frog,Limnodynastes dumerilii,22/10/1996,149.004,-35.2979,1,200,GDA94,ACT Wildlife Atlas,"(-35.2979, 149.004)"
5,Eastern Banjo Frog,Limnodynastes dumerilii,14/02/1992,148.89,-35.3466,1,200,GDA94,ACT Wildlife Atlas,"(-35.3466, 148.89)"
6,Eastern Banjo Frog,Limnodynastes dumerilii,4/11/1992,148.911,-35.4706,1,200,GDA94,ACT Wildlife Atlas,"(-35.4706, 148.911)"
7,Eastern Banjo Frog,Limnodynastes dumerilii,5/10/1992,148.911,-35.4706,1,200,GDA94,ACT Wildlife Atlas,"(-35.4706, 148.911)"
8,Eastern Banjo Frog,Limnodynastes dumerilii,28/10/1992,148.911,-35.4706,1,200,GDA94,ACT Wildlife Atlas,"(-35.4706, 148.911)"
9,Eastern Banjo Frog,Limnodynastes dumerilii,7/10/1992,148.911,-35.4706,1,200,GDA94,ACT Wildlife Atlas,"(-35.4706, 148.911)"
10,Eastern Banjo Frog,Limnodynastes dumerilii,27/10/1997,148.909,-35.4707,1,200,GDA94,ACT Wildlife Atlas,"(-35.4707, 148.909)"
11,Eastern Banjo Frog,Limnodynastes dumerilii,5/02/1993,148.906,-35.4599,1,200,GDA94,ACT Wildlife Atlas,"(-35.4599, 148.906)"
12,Eastern Banjo Frog,Limnodynastes dumerilii,28/10/1992,148.921,-35.4588,1,200,GDA94,ACT Wildlife Atlas,"(-35.4588, 148.921)"
13,Eastern Banjo Frog,Limnodynastes dumerilii,23/12/1993,148.909,-35.4617,1,200,GDA94,ACT Wildlife Atlas,"(-35.4617, 148.909)"
14,Eastern Banjo Frog,Limnodynastes dumerilii,13/10/1992,148.936,-35.4522,1,200,GDA94,ACT Wildlife Atlas,"(-35.4522, 148.936)"
15,Eastern Banjo Frog,Limnodynastes dumerilii,2/10/1991,148.921,-35.4651,1,200,GDA94,ACT Wildlife Atlas,"(-35.4651, 148.921)"
16,Eastern Banjo Frog,Limnodynastes dumerilii,27/10/1997,148.91,-35.4634,1,200,GDA94,ACT Wildlife Atlas,"(-35.4634, 148.91)"
17,Eastern Banjo Frog,Limnodynastes dumerilii,25/10/1999,148.91,-35.4634,1,200,GDA94,ACT Wildlife Atlas,"(-35.4634, 148.91)"
18,Eastern Banjo Frog,Limnodynastes dumerilii,28/11/2000,148.91,-35.4634,1,200,GDA94,ACT Wildlife Atlas,"(-35.4634, 148.91)"
19,Eastern Banjo Frog,Limnodynastes dumerilii,2/10/1991,148.912,-35.4715,1,200,GDA94,ACT Wildlife Atlas,"(-35.4715, 148.912)"
20,Eastern Banjo Frog,Limnodynastes dumerilii,4/11/1992,148.921,-35.4597,1,200,GDA94,ACT Wildlife Atlas,"(-35.4597, 148.921)"
21,Eastern Banjo Frog,Limnodynastes dumerilii,28/10/1992,148.921,-35.4597,1,200,GDA94,ACT Wildlife Atlas,"(-35.4597, 148.921)"
22,Eastern Banjo Frog,Limnodynastes dumerilii,30/11/1999,148.984,-35.3027,1,200,GDA94,ACT Wildlife Atlas,"(-35.3027, 148.984)"
23,Eastern Banjo Frog,Limnodynastes dumerilii,21/09/1992,148.988,-35.3008,1,500,GDA94,ACT Wildlife Atlas,"(-35.3008, 148.988)"
24,Eastern Banjo Frog,Limnodynastes dumerilii,28/09/1992,148.986,-35.3017,1,200,GDA94,ACT Wildlife Atlas,"(-35.3017, 148.986)"
25,Eastern Banjo Frog,Limnodynastes dumerilii,5/09/1998,148.953,-35.2473,1,200,GDA94,ACT Wildlife Atlas,"(-35.2473, 148.953)"
26,Eastern Banjo Frog,Limnodynastes dumerilii,2/10/1992,148.953,-35.2906,1,200,GDA94,ACT Wildlife Atlas,"(-35.2906, 148.953)"
27,Eastern Banjo Frog,Limnodynastes dumerilii,16/12/1993,149.114,-35.57,1,200,GDA94,ACT Wildlife Atlas,"(-35.57, 149.114)"
28,Eastern Banjo Frog,Limnodynastes dumerilii,16/12/1993,149.112,-35.5791,1,200,GDA94,ACT Wildlife Atlas,"(-35.5791, 149.112)"
29,Eastern Banjo Frog,Limnodynastes dumerilii,9/11/1993,149.109,-35.5827,1,200,GDA94,ACT Wildlife Atlas,"(-35.5827, 149.109)"
30,Eastern Banjo Frog,Limnodynastes dumerilii,11/01/1994,149.11,-35.5818,1,200,GDA94,ACT Wildlife Atlas,"(-35.5818, 149.11)"
31,Eastern Banjo Frog,Limnodynastes dumerilii,27/09/1993,149.095,-35.5424,1,500,GDA94,ACT Wildlife Atlas,"(-35.5424, 149.095)"
32,Eastern Banjo Frog,Limnodynastes dumerilii,2/11/2000,149.126,-35.5491,1,200,GDA94,ACT Wildlife Atlas,"(-35.5491, 149.126)"
33,Eastern Banjo Frog,Limnodynastes dumerilii,16/12/1993,149.112,-35.543,1,200,GDA94,ACT Wildlife Atlas,"(-35.543, 149.112)"
34,Eastern Banjo Frog,Limnodynastes dumerilii,16/12/1993,149.111,-35.5412,1,200,GDA94,ACT Wildlife Atlas,"(-35.5412, 149.111)"
35,Eastern Banjo Frog,Limnodynastes dumerilii,30/10/1994,149.127,-35.5419,1,200,GDA94,ACT Wildlife Atlas,"(-35.5419, 149.127)"
36,Eastern Banjo Frog,Limnodynastes dumerilii,16/12/1993,149.09,-35.5452,1,200,GDA94,ACT Wildlife Atlas,"(-35.5452, 149.09)"
37,Eastern Banjo Frog,Limnodynastes dumerilii,16/12/1993,149.094,-35.537,1,200,GDA94,ACT Wildlife Atlas,"(-35.537, 149.094)"
38,Eastern Banjo Frog,Limnodynastes dumerilii,16/12/1993,149.108,-35.5629,1,200,GDA94,ACT Wildlife Atlas,"(-35.5629, 149.108)"
40,Eastern Banjo Frog,Limnodynastes dumerilii,30/09/1993,149.108,-35.5629,1,500,GDA94,ACT Wildlife Atlas,"(-35.5629, 149.108)"
41,Eastern Banjo Frog,Limnodynastes dumerilii,16/12/1993,149.102,-35.5666,1,200,GDA94,ACT Wildlife Atlas,"(-35.5666, 149.102)"
42,Eastern Banjo Frog,Limnodynastes dumerilii,11/11/1993,149.11,-35.562,1,200,GDA94,ACT Wildlife Atlas,"(-35.562, 149.11)"
43,Eastern Banjo Frog,Limnodynastes dumerilii,9/11/1993,149.1,-35.5667,1,200,GDA94,ACT Wildlife Atlas,"(-35.5667, 149.1)"
44,Eastern Banjo Frog,Limnodynastes dumerilii,28/09/1993,149.099,-35.5667,1,200,GDA94,ACT Wildlife Atlas,"(-35.5667, 149.099)"
67,Eastern Banjo Frog,Limnodynastes dumerilii,15/10/1990,149.287,-35.4307,1,200,GDA94,ACT Wildlife Atlas,"(-35.4307, 149.287)"
68,Eastern Banjo Frog,Limnodynastes dumerilii,28/10/1991,149.265,-35.5042,1,200,GDA94,ACT Wildlife Atlas,"(-35.5042, 149.265)"
69,Eastern Banjo Frog,Limnodynastes dumerilii,15/10/1990,149.276,-35.4355,1,200,GDA94,ACT Wildlife Atlas,"(-35.4355, 149.276)"
70,Eastern Banjo Frog,Limnodynastes dumerilii,2/11/2000,149.257,-35.5124,1,200,GDA94,ACT Wildlife Atlas,"(-35.5124, 149.257)"
71,Eastern Banjo Frog,Limnodynastes dumerilii,1/11/1991,149.257,-35.4223,1,200,GDA94,ACT Wildlife Atlas,"(-35.4223, 149.257)"
72,Eastern Banjo Frog,Limnodynastes dumerilii,10/03/1990,149.26,-35.4322,1,200,GDA94,ACT Wildlife Atlas,"(-35.4322, 149.26)"
73,Eastern Banjo Frog,Limnodynastes dumerilii,1/12/1999,149.286,-35.5137,1,200,GDA94,ACT Wildlife Atlas,"(-35.5137, 149.286)"
74,Eastern Banjo Frog,Limnodynastes dumerilii,27/11/1997,149.286,-35.5137,1,200,GDA94,ACT Wildlife Atlas,"(-35.5137, 149.286)"
75,Eastern Banjo Frog,Limnodynastes dumerilii,26/10/1992,149.265,-35.4961,1,200,GDA94,ACT Wildlife Atlas,"(-35.4961, 149.265)"
77,Eastern Banjo Frog,Limnodynastes dumerilii,25/09/1994,149.109,-35.2798,1,200,GDA94,ACT Wildlife Atlas,"(-35.2798, 149.109)"
78,Eastern Banjo Frog,Limnodynastes dumerilii,13/10/1993,149.088,-35.2811,1,200,GDA94,ACT Wildlife Atlas,"(-35.2811, 149.088)"
79,Eastern Banjo Frog,Limnodynastes dumerilii,23/10/1991,149.171,-35.2805,1,200,GDA94,ACT Wildlife Atlas,"(-35.2805, 149.171)"
80,Eastern Banjo Frog,Limnodynastes dumerilii,1/02/1993,149.164,-35.2762,1,200,GDA94,ACT Wildlife Atlas,"(-35.2762, 149.164)"
81,Eastern Banjo Frog,Limnodynastes dumerilii,8/09/1993,149.174,-35.2507,1,200,GDA94,ACT Wildlife Atlas,"(-35.2507, 149.174)"
82,Eastern Banjo Frog,Limnodynastes dumerilii,30/06/1994,149.084,-35.2442,1,200,GDA94,ACT Wildlife Atlas,"(-35.2442, 149.084)"
83,Eastern Banjo Frog,Limnodynastes dumerilii,10/12/1994,149.131,-35.2118,1,200,GDA94,ACT Wildlife Atlas,"(-35.2118, 149.131)"
84,Eastern Banjo Frog,Limnodynastes dumerilii,10/12/1994,149.161,-35.2212,1,200,GDA94,ACT Wildlife Atlas,"(-35.2212, 149.161)"
85,Eastern Banjo Frog,Limnodynastes dumerilii,11/10/1991,149.101,-35.1988,1,200,GDA94,ACT Wildlife Atlas,"(-35.1988, 149.101)"
86,Eastern Banjo Frog,Limnodynastes dumerilii,15/03/1990,149.112,-35.2086,1,200,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.112)"
87,Eastern Banjo Frog,Limnodynastes dumerilii,16/03/1990,149.139,-35.1477,1,200,GDA94,ACT Wildlife Atlas,"(-35.1477, 149.139)"
88,Eastern Banjo Frog,Limnodynastes dumerilii,16/03/1990,149.113,-35.1409,1,200,GDA94,ACT Wildlife Atlas,"(-35.1409, 149.113)"
134,Eastern Banjo Frog,Limnodynastes dumerilii,28/11/2000,149.072,-35.8159,1,200,GDA94,ACT Wildlife Atlas,"(-35.8159, 149.072)"
135,Eastern Banjo Frog,Limnodynastes dumerilii,28/11/2000,149.072,-35.8159,1,200,GDA94,ACT Wildlife Atlas,"(-35.8159, 149.072)"
136,Eastern Banjo Frog,Limnodynastes dumerilii,23/12/1992,148.99,-35.6614,1,200,GDA94,ACT Wildlife Atlas,"(-35.6614, 148.99)"
137,Eastern Banjo Frog,Limnodynastes dumerilii,26/11/1990,148.903,-35.6078,1,200,GDA94,ACT Wildlife Atlas,"(-35.6078, 148.903)"
139,Eastern Banjo Frog,Limnodynastes dumerilii,30/10/1994,149.055,-35.2159,1,200,GDA94,ACT Wildlife Atlas,"(-35.2159, 149.055)"
140,Eastern Banjo Frog,Limnodynastes dumerilii,21/11/1997,149.02,-35.2165,1,200,GDA94,ACT Wildlife Atlas,"(-35.2165, 149.02)"
141,Eastern Banjo Frog,Limnodynastes dumerilii,23/10/1994,149.068,-35.2265,1,,GDA94,ACT Wildlife Atlas,"(-35.2265, 149.068)"
142,Eastern Banjo Frog,Limnodynastes dumerilii,23/11/1994,149.02,-35.2174,1,200,GDA94,ACT Wildlife Atlas,"(-35.2174, 149.02)"
143,Eastern Banjo Frog,Limnodynastes dumerilii,28/10/1994,149.084,-35.2136,1,200,GDA94,ACT Wildlife Atlas,"(-35.2136, 149.084)"
144,Eastern Banjo Frog,Limnodynastes dumerilii,21/11/1994,149.031,-35.2108,1,200,GDA94,ACT Wildlife Atlas,"(-35.2108, 149.031)"
145,Eastern Banjo Frog,Limnodynastes dumerilii,28/01/1995,149.155,-35.2276,1,200,GDA94,ACT Wildlife Atlas,"(-35.2276, 149.155)"
89,Eastern Banjo Frog,Limnodynastes dumerilii,16/03/1990,149.071,-35.1561,1,200,GDA94,ACT Wildlife Atlas,"(-35.1561, 149.071)"
90,Eastern Banjo Frog,Limnodynastes dumerilii,23/12/1990,149.104,-35.1979,1,200,GDA94,ACT Wildlife Atlas,"(-35.1979, 149.104)"
91,Eastern Banjo Frog,Limnodynastes dumerilii,28/03/1990,149.113,-35.1409,1,200,GDA94,ACT Wildlife Atlas,"(-35.1409, 149.113)"
92,Eastern Banjo Frog,Limnodynastes dumerilii,13/10/1992,149.282,-35.2767,1,200,GDA94,ACT Wildlife Atlas,"(-35.2767, 149.282)"
93,Eastern Banjo Frog,Limnodynastes dumerilii,12/10/1993,149.13,-35.1569,1,200,GDA94,ACT Wildlife Atlas,"(-35.1569, 149.13)"
94,Eastern Banjo Frog,Limnodynastes dumerilii,10/03/1994,149.031,-35.2523,1,200,GDA94,ACT Wildlife Atlas,"(-35.2523, 149.031)"
95,Eastern Banjo Frog,Limnodynastes dumerilii,10/03/1994,149.031,-35.2523,1,200,GDA94,ACT Wildlife Atlas,"(-35.2523, 149.031)"
96,Eastern Banjo Frog,Limnodynastes dumerilii,16/10/1994,149.163,-35.3176,1,500,GDA94,ACT Wildlife Atlas,"(-35.3176, 149.163)"
97,Eastern Banjo Frog,Limnodynastes dumerilii,16/01/1995,149.108,-35.4475,1,200,GDA94,ACT Wildlife Atlas,"(-35.4475, 149.108)"
98,Eastern Banjo Frog,Limnodynastes dumerilii,20/12/1992,149.107,-35.4719,1,200,GDA94,ACT Wildlife Atlas,"(-35.4719, 149.107)"
99,Eastern Banjo Frog,Limnodynastes dumerilii,26/10/1992,149.232,-35.4985,1,200,GDA94,ACT Wildlife Atlas,"(-35.4985, 149.232)"
100,Eastern Banjo Frog,Limnodynastes dumerilii,23/10/1997,149.007,-35.9243,1,200,GDA94,ACT Wildlife Atlas,"(-35.9243, 149.007)"
101,Eastern Banjo Frog,Limnodynastes dumerilii,26/10/1992,149.246,-35.5045,1,200,GDA94,ACT Wildlife Atlas,"(-35.5045, 149.246)"
102,Eastern Banjo Frog,Limnodynastes dumerilii,23/11/1991,148.75,-35.3974,1,200,GDA94,ACT Wildlife Atlas,"(-35.3974, 148.75)"
103,Eastern Banjo Frog,Limnodynastes dumerilii,27/03/1991,149.038,-35.1548,1,200,GDA94,ACT Wildlife Atlas,"(-35.1548, 149.038)"
104,Eastern Banjo Frog,Limnodynastes dumerilii,11/11/1997,149.019,-35.0533,1,500,GDA94,ACT Wildlife Atlas,"(-35.0533, 149.019)"
105,Eastern Banjo Frog,Limnodynastes dumerilii,17/03/1993,149.188,-35.4686,1,200,GDA94,ACT Wildlife Atlas,"(-35.4686, 149.188)"
107,Eastern Banjo Frog,Limnodynastes dumerilii,23/10/1992,149.241,-35.3351,1,200,GDA94,ACT Wildlife Atlas,"(-35.3351, 149.241)"
108,Eastern Banjo Frog,Limnodynastes dumerilii,15/10/1992,149.364,-35.3869,1,200,GDA94,ACT Wildlife Atlas,"(-35.3869, 149.364)"
109,Eastern Banjo Frog,Limnodynastes dumerilii,17/09/1992,149.258,-35.3889,1,200,GDA94,ACT Wildlife Atlas,"(-35.3889, 149.258)"
110,Eastern Banjo Frog,Limnodynastes dumerilii,16/09/1995,149.298,-35.1826,1,200,GDA94,ACT Wildlife Atlas,"(-35.1826, 149.298)"
111,Eastern Banjo Frog,Limnodynastes dumerilii,16/01/1992,148.9,-35.24,1,200,GDA94,ACT Wildlife Atlas,"(-35.24, 148.9)"
112,Eastern Banjo Frog,Limnodynastes dumerilii,28/08/1993,149.306,-35.2618,1,200,GDA94,ACT Wildlife Atlas,"(-35.2618, 149.306)"
113,Eastern Banjo Frog,Limnodynastes dumerilii,17/09/1992,149.258,-35.3889,1,200,GDA94,ACT Wildlife Atlas,"(-35.3889, 149.258)"
114,Eastern Banjo Frog,Limnodynastes dumerilii,19/09/1993,149.309,-35.2582,1,200,GDA94,ACT Wildlife Atlas,"(-35.2582, 149.309)"
115,Eastern Banjo Frog,Limnodynastes dumerilii,16/03/1990,149.171,-35.1688,1,200,GDA94,ACT Wildlife Atlas,"(-35.1688, 149.171)"
116,Eastern Banjo Frog,Limnodynastes dumerilii,16/03/1990,149.171,-35.1615,1,200,GDA94,ACT Wildlife Atlas,"(-35.1615, 149.171)"
117,Eastern Banjo Frog,Limnodynastes dumerilii,6/12/1994,149.164,-35.1635,1,200,GDA94,ACT Wildlife Atlas,"(-35.1635, 149.164)"
118,Eastern Banjo Frog,Limnodynastes dumerilii,18/11/1992,148.821,-35.4675,1,200,GDA94,ACT Wildlife Atlas,"(-35.4675, 148.821)"
119,Eastern Banjo Frog,Limnodynastes dumerilii,30/10/1992,148.823,-35.6298,1,200,GDA94,ACT Wildlife Atlas,"(-35.6298, 148.823)"
120,Eastern Banjo Frog,Limnodynastes dumerilii,26/11/1990,148.986,-35.8724,1,200,GDA94,ACT Wildlife Atlas,"(-35.8724, 148.986)"
121,Eastern Banjo Frog,Limnodynastes dumerilii,15/11/1993,148.824,-35.5865,1,200,GDA94,ACT Wildlife Atlas,"(-35.5865, 148.824)"
122,Eastern Banjo Frog,Limnodynastes dumerilii,30/10/1992,148.83,-35.6468,1,200,GDA94,ACT Wildlife Atlas,"(-35.6468, 148.83)"
124,Eastern Banjo Frog,Limnodynastes dumerilii,10/12/1998,148.818,-35.4802,1,200,GDA94,ACT Wildlife Atlas,"(-35.4802, 148.818)"
125,Eastern Banjo Frog,Limnodynastes dumerilii,26/11/1990,149,-35.6883,1,200,GDA94,ACT Wildlife Atlas,"(-35.6883, 149)"
126,Eastern Banjo Frog,Limnodynastes dumerilii,26/11/1990,149.012,-35.8684,1,200,GDA94,ACT Wildlife Atlas,"(-35.8684, 149.012)"
127,Eastern Banjo Frog,Limnodynastes dumerilii,26/11/1990,148.995,-35.7415,1,200,GDA94,ACT Wildlife Atlas,"(-35.7415, 148.995)"
128,Eastern Banjo Frog,Limnodynastes dumerilii,16/11/1984,149.01,-35.8612,1,200,GDA94,ACT Wildlife Atlas,"(-35.8612, 149.01)"
129,Eastern Banjo Frog,Limnodynastes dumerilii,16/03/1993,149.01,-35.863,1,200,GDA94,ACT Wildlife Atlas,"(-35.863, 149.01)"
130,Eastern Banjo Frog,Limnodynastes dumerilii,27/11/2001,149.006,-35.8585,1,200,GDA94,ACT Wildlife Atlas,"(-35.8585, 149.006)"
131,Eastern Banjo Frog,Limnodynastes dumerilii,5/07/1988,149.007,-35.8576,1,200,GDA94,ACT Wildlife Atlas,"(-35.8576, 149.007)"
132,Eastern Banjo Frog,Limnodynastes dumerilii,25/11/1997,149.006,-35.8585,1,200,GDA94,ACT Wildlife Atlas,"(-35.8585, 149.006)"
133,Eastern Banjo Frog,Limnodynastes dumerilii,19/11/1994,149.012,-35.8648,1,200,GDA94,ACT Wildlife Atlas,"(-35.8648, 149.012)"
56,Eastern Banjo Frog,Limnodynastes dumerilii,6/02/1999,148.951,-35.2437,1,200,GDA94,ACT Wildlife Atlas,"(-35.2437, 148.951)"
57,Eastern Banjo Frog,Limnodynastes dumerilii,4/04/1991,149.262,-35.4204,1,200,GDA94,ACT Wildlife Atlas,"(-35.4204, 149.262)"
58,Eastern Banjo Frog,Limnodynastes dumerilii,28/10/1991,149.232,-35.4976,1,200,GDA94,ACT Wildlife Atlas,"(-35.4976, 149.232)"
59,Eastern Banjo Frog,Limnodynastes dumerilii,15/10/1990,149.247,-35.4189,1,200,GDA94,ACT Wildlife Atlas,"(-35.4189, 149.247)"
60,Eastern Banjo Frog,Limnodynastes dumerilii,26/10/1992,149.257,-35.5124,1,200,GDA94,ACT Wildlife Atlas,"(-35.5124, 149.257)"
61,Eastern Banjo Frog,Limnodynastes dumerilii,20/10/1992,149.247,-35.4189,1,200,GDA94,ACT Wildlife Atlas,"(-35.4189, 149.247)"
63,Eastern Banjo Frog,Limnodynastes dumerilii,28/10/1997,149.259,-35.4132,1,200,GDA94,ACT Wildlife Atlas,"(-35.4132, 149.259)"
64,Eastern Banjo Frog,Limnodynastes dumerilii,26/11/1997,149.259,-35.4114,1,200,GDA94,ACT Wildlife Atlas,"(-35.4114, 149.259)"
65,Eastern Banjo Frog,Limnodynastes dumerilii,21/10/1991,149.247,-35.4189,1,200,GDA94,ACT Wildlife Atlas,"(-35.4189, 149.247)"
66,Eastern Banjo Frog,Limnodynastes dumerilii,1/10/1990,149.285,-35.4281,1,200,GDA94,ACT Wildlife Atlas,"(-35.4281, 149.285)"
158,Eastern Banjo Frog,Limnodynastes dumerilii,2/03/1992,149.274,-35.3327,1,200,GDA94,ACT Wildlife Atlas,"(-35.3327, 149.274)"
159,Eastern Banjo Frog,Limnodynastes dumerilii,28/01/1995,149.063,-35.1129,1,500,GDA94,ACT Wildlife Atlas,"(-35.1129, 149.063)"
160,Eastern Banjo Frog,Limnodynastes dumerilii,23/10/1997,149.002,-35.9244,1,200,GDA94,ACT Wildlife Atlas,"(-35.9244, 149.002)"
161,Eastern Banjo Frog,Limnodynastes dumerilii,5/12/1990,149.062,-35.2184,1,200,GDA94,ACT Wildlife Atlas,"(-35.2184, 149.062)"
162,Eastern Banjo Frog,Limnodynastes dumerilii,27/11/1991,149.079,-35.4255,1,200,GDA94,ACT Wildlife Atlas,"(-35.4255, 149.079)"
163,Brown-striped Frog,Limnodynastes peronii,23/11/2000,149.141,-35.1927,1,200,GDA94,ACT Wildlife Atlas,"(-35.1927, 149.141)"
164,Brown-striped Frog,Limnodynastes peronii,15/03/1990,149.121,-35.2156,1,200,GDA94,ACT Wildlife Atlas,"(-35.2156, 149.121)"
165,Brown-striped Frog,Limnodynastes peronii,16/03/1990,149.071,-35.1561,1,200,GDA94,ACT Wildlife Atlas,"(-35.1561, 149.071)"
166,Brown-striped Frog,Limnodynastes peronii,16/03/1990,149.113,-35.1409,1,200,GDA94,ACT Wildlife Atlas,"(-35.1409, 149.113)"
167,Brown-striped Frog,Limnodynastes peronii,10/12/1993,149.121,-35.2237,1,200,GDA94,ACT Wildlife Atlas,"(-35.2237, 149.121)"
211,Spotted Grass Frog,Limnodynastes tasmaniensis,13/10/1992,148.936,-35.4522,1,200,GDA94,ACT Wildlife Atlas,"(-35.4522, 148.936)"
212,Spotted Grass Frog,Limnodynastes tasmaniensis,2/10/1991,148.921,-35.4651,1,200,GDA94,ACT Wildlife Atlas,"(-35.4651, 148.921)"
213,Spotted Grass Frog,Limnodynastes tasmaniensis,2/10/1991,148.913,-35.4661,1,200,GDA94,ACT Wildlife Atlas,"(-35.4661, 148.913)"
214,Spotted Grass Frog,Limnodynastes tasmaniensis,2/10/1991,148.912,-35.4715,1,200,GDA94,ACT Wildlife Atlas,"(-35.4715, 148.912)"
215,Spotted Grass Frog,Limnodynastes tasmaniensis,4/11/1992,148.921,-35.4597,1,200,GDA94,ACT Wildlife Atlas,"(-35.4597, 148.921)"
216,Spotted Grass Frog,Limnodynastes tasmaniensis,7/10/1992,148.921,-35.4597,1,200,GDA94,ACT Wildlife Atlas,"(-35.4597, 148.921)"
217,Spotted Grass Frog,Limnodynastes tasmaniensis,28/10/1992,148.921,-35.4597,1,200,GDA94,ACT Wildlife Atlas,"(-35.4597, 148.921)"
218,Spotted Grass Frog,Limnodynastes tasmaniensis,21/09/1992,148.988,-35.3008,1,500,GDA94,ACT Wildlife Atlas,"(-35.3008, 148.988)"
219,Spotted Grass Frog,Limnodynastes tasmaniensis,28/09/1992,148.986,-35.3017,1,200,GDA94,ACT Wildlife Atlas,"(-35.3017, 148.986)"
220,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1992,148.986,-35.3017,1,200,GDA94,ACT Wildlife Atlas,"(-35.3017, 148.986)"
221,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.114,-35.57,1,200,GDA94,ACT Wildlife Atlas,"(-35.57, 149.114)"
168,Brown-striped Frog,Limnodynastes peronii,10/12/1993,149.118,-35.2283,1,200,GDA94,ACT Wildlife Atlas,"(-35.2283, 149.118)"
169,Brown-striped Frog,Limnodynastes peronii,10/12/1993,149.125,-35.2291,1,200,GDA94,ACT Wildlife Atlas,"(-35.2291, 149.125)"
170,Brown-striped Frog,Limnodynastes peronii,10/12/1993,149.137,-35.237,1,200,GDA94,ACT Wildlife Atlas,"(-35.237, 149.137)"
171,Brown-striped Frog,Limnodynastes peronii,10/12/1993,149.137,-35.237,1,200,GDA94,ACT Wildlife Atlas,"(-35.237, 149.137)"
172,Brown-striped Frog,Limnodynastes peronii,10/12/1993,149.126,-35.2318,1,200,GDA94,ACT Wildlife Atlas,"(-35.2318, 149.126)"
173,Brown-striped Frog,Limnodynastes peronii,24/01/1993,149.113,-35.2455,1,200,GDA94,ACT Wildlife Atlas,"(-35.2455, 149.113)"
174,Brown-striped Frog,Limnodynastes peronii,24/01/1991,149.155,-35.3151,1,200,GDA94,ACT Wildlife Atlas,"(-35.3151, 149.155)"
175,Brown-striped Frog,Limnodynastes peronii,27/02/1991,149.159,-35.315,1,200,GDA94,ACT Wildlife Atlas,"(-35.315, 149.159)"
176,Brown-striped Frog,Limnodynastes peronii,25/11/1991,149.154,-35.307,1,200,GDA94,ACT Wildlife Atlas,"(-35.307, 149.154)"
177,Brown-striped Frog,Limnodynastes peronii,22/02/1994,149.155,-35.307,1,200,GDA94,ACT Wildlife Atlas,"(-35.307, 149.155)"
178,Brown-striped Frog,Limnodynastes peronii,9/10/1990,149.157,-35.315,1,200,GDA94,ACT Wildlife Atlas,"(-35.315, 149.157)"
179,Brown-striped Frog,Limnodynastes peronii,14/02/1993,149.161,-35.315,1,200,GDA94,ACT Wildlife Atlas,"(-35.315, 149.161)"
180,Brown-striped Frog,Limnodynastes peronii,14/02/1993,149.154,-35.3133,1,200,GDA94,ACT Wildlife Atlas,"(-35.3133, 149.154)"
