MAKE_DESC,MODEL,GAR_SUB,COUNT,RPT_DATE
HOLDEN,COMMODORE,KAMBAH,591,24/05/2017
FORD,FALCON,KAMBAH,487,24/05/2017
TOYOTA,COROLLA,KAMBAH,428,24/05/2017
TOYOTA,HILUX,FYSHWICK,393,24/05/2017
HOLDEN,COMMODORE,NGUNNAWAL,374,24/05/2017
MAZDA,3,KAMBAH,370,24/05/2017
HOLDEN,COMMODORE,GORDON,319,24/05/2017
HOLDEN,COMMODORE,WANNIASSA,312,24/05/2017
HOLDEN,COMMODORE,KALEEN,308,24/05/2017
TOYOTA,CAMRY,KAMBAH,301,24/05/2017
TOYOTA,COROLLA,NGUNNAWAL,301,24/05/2017
HOLDEN,COMMODORE,DUNLOP,299,24/05/2017
TOYOTA,COROLLA,BRADDON,285,24/05/2017
HOLDEN,COMMODORE,CHISHOLM,273,24/05/2017
FORD,FALCON,WANNIASSA,272,24/05/2017
TOYOTA,COROLLA,KALEEN,263,24/05/2017
MAZDA,3,NGUNNAWAL,259,24/05/2017
FORD,FALCON,KALEEN,254,24/05/2017
FORD,FALCON,NGUNNAWAL,251,24/05/2017
HOLDEN,COMMODORE,MACGREGOR,251,24/05/2017
FORD,FALCON,GORDON,248,24/05/2017
TOYOTA,COROLLA,WANNIASSA,247,24/05/2017
FORD,FALCON,MACGREGOR,246,24/05/2017
HOLDEN,COMMODORE,MONASH,245,24/05/2017
TOYOTA,HILUX,KAMBAH,244,24/05/2017
HOLDEN,COMMODORE,EVATT,241,24/05/2017
HOLDEN,COMMODORE,CALWELL,238,24/05/2017
MAZDA,3,GORDON,238,24/05/2017
MAZDA,3,NICHOLLS,230,24/05/2017
HOLDEN,COMMODORE,CONDER,229,24/05/2017
TOYOTA,COROLLA,GORDON,224,24/05/2017
HOLDEN,COMMODORE,BANKS,222,24/05/2017
TOYOTA,CAMRY,NGUNNAWAL,220,24/05/2017
TOYOTA,CAMRY,BONNER,215,24/05/2017
SUBARU,FORESTER,KAMBAH,214,24/05/2017
HOLDEN,COMMODORE,NICHOLLS,212,24/05/2017
TOYOTA,CAMRY,HARRISON,210,24/05/2017
TOYOTA,COROLLA,PIALLIGO,206,24/05/2017
TOYOTA,HIACE,FYSHWICK,201,24/05/2017
FORD,FALCON,CHISHOLM,200,24/05/2017
TOYOTA,CAMRY,KALEEN,199,24/05/2017
VOLKSWAGEN,GOLF,KINGSTON,197,24/05/2017
FORD,FALCON,CALWELL,196,24/05/2017
MITSUBISHI,LANCER,KAMBAH,196,24/05/2017
HOLDEN,COMMODORE,LATHAM,195,24/05/2017
TOYOTA,HILUX,MITCHELL,194,24/05/2017
MAZDA,3,DUNLOP,193,24/05/2017
MAZDA,3,KALEEN,193,24/05/2017
TOYOTA,COROLLA,DUNLOP,193,24/05/2017
MAZDA,3,WANNIASSA,192,24/05/2017
FORD,FALCON,DUNLOP,191,24/05/2017
FORD,FALCON,CONDER,189,24/05/2017
TOYOTA,CAMRY,FRANKLIN,188,24/05/2017
TOYOTA,COROLLA,BRUCE,187,24/05/2017
TOYOTA,COROLLA,HARRISON,187,24/05/2017
HOLDEN,COMMODORE,RICHARDSON,186,24/05/2017
HOLDEN,COMMODORE,HOLT,183,24/05/2017
TOYOTA,COROLLA,BONNER,182,24/05/2017
TOYOTA,COROLLA,MONASH,181,24/05/2017
TOYOTA,COROLLA,WATSON,180,24/05/2017
HOLDEN,COMMODORE,ISABELLA PLAINS,179,24/05/2017
TOYOTA,COROLLA,MACGREGOR,179,24/05/2017
MAZDA,3,MACGREGOR,178,24/05/2017
MAZDA,3,CASEY,177,24/05/2017
TOYOTA,COROLLA,BELCONNEN,176,24/05/2017
TOYOTA,COROLLA,NICHOLLS,176,24/05/2017
FORD,FALCON,EVATT,175,24/05/2017
MAZDA,3,HARRISON,174,24/05/2017
FORD,FALCON,BANKS,171,24/05/2017
TOYOTA,COROLLA,LYNEHAM,171,24/05/2017
TOYOTA,LANDCRUISER,KAMBAH,170,24/05/2017
MAZDA,3,CALWELL,169,24/05/2017
HOLDEN,COMMODORE,THEODORE,168,24/05/2017
HOLDEN,COMMODORE,AMAROO,165,24/05/2017
HOLDEN,COMMODORE,FYSHWICK,165,24/05/2017
MAZDA,3,BRUCE,165,24/05/2017
VOLKSWAGEN,GOLF,KAMBAH,165,24/05/2017
TOYOTA,COROLLA,HOLT,164,24/05/2017
MAZDA,3,AMAROO,162,24/05/2017
TOYOTA,COROLLA,NARRABUNDAH,162,24/05/2017
FORD,FALCON,PALMERSTON,161,24/05/2017
MAZDA,3,BELCONNEN,161,24/05/2017
TOYOTA,CAMRY,FLOREY,160,24/05/2017
FORD,FALCON,MONASH,159,24/05/2017
MITSUBISHI,LANCER,NGUNNAWAL,159,24/05/2017
HOLDEN,COMMODORE,CHARNWOOD,158,24/05/2017
TOYOTA,COROLLA,GUNGAHLIN,158,24/05/2017
MAZDA,3,EVATT,157,24/05/2017
MAZDA,3,KINGSTON,156,24/05/2017
TOYOTA,COROLLA,FLOREY,156,24/05/2017
TOYOTA,COROLLA,FRANKLIN,156,24/05/2017
FORD,FALCON,ISABELLA PLAINS,155,24/05/2017
FORD,FOCUS,KAMBAH,155,24/05/2017
HOLDEN,COMMODORE,PALMERSTON,155,24/05/2017
TOYOTA,CAMRY,GUNGAHLIN,155,24/05/2017
TOYOTA,COROLLA,CONDER,155,24/05/2017
HOLDEN,COMMODORE,FLOREY,154,24/05/2017
FORD,FALCON,FYSHWICK,153,24/05/2017
HOLDEN,COMMODORE,BELCONNEN,153,24/05/2017
FORD,FALCON,FLOREY,152,24/05/2017
MAZDA,3,PALMERSTON,152,24/05/2017
MAZDA,3,FLOREY,151,24/05/2017
TOYOTA,COROLLA,O'CONNOR,151,24/05/2017
FORD,FALCON,CHARNWOOD,150,24/05/2017
MAZDA,3,FRANKLIN,150,24/05/2017
NISSAN,PULSAR,KAMBAH,150,24/05/2017
TOYOTA,CAMRY,PALMERSTON,150,24/05/2017
TOYOTA,COROLLA,CURTIN,150,24/05/2017
FORD,FALCON,HOLT,149,24/05/2017
HOLDEN,COMMODORE,HARRISON,149,24/05/2017
TOYOTA,CAMRY,FYSHWICK,149,24/05/2017
HOLDEN,COMMODORE,FLYNN,148,24/05/2017
HOLDEN,COMMODORE,GILMORE,148,24/05/2017
MAZDA,2,KAMBAH,148,24/05/2017
MAZDA,3,MONASH,148,24/05/2017
TOYOTA,CAMRY,DUNLOP,148,24/05/2017
TOYOTA,COROLLA,EVATT,148,24/05/2017
HOLDEN,ASTRA,KAMBAH,146,24/05/2017
TOYOTA,COROLLA,CHISHOLM,146,24/05/2017
SUBARU,IMPREZA,KAMBAH,145,24/05/2017
MAZDA,3,GUNGAHLIN,143,24/05/2017
TOYOTA,CAMRY,MACGREGOR,143,24/05/2017
TOYOTA,COROLLA,CALWELL,143,24/05/2017
MAZDA,6,KAMBAH,141,24/05/2017
TOYOTA,COROLLA,PALMERSTON,141,24/05/2017
HYUNDAI,I30,KAMBAH,140,24/05/2017
TOYOTA,CAMRY,WANNIASSA,140,24/05/2017
FORD,FALCON,LATHAM,138,24/05/2017
HOLDEN,COMMODORE,HIGGINS,138,24/05/2017
TOYOTA,CAMRY,BELCONNEN,138,24/05/2017
TOYOTA,COROLLA,DICKSON,138,24/05/2017
MAZDA,3,BANKS,137,24/05/2017
MAZDA,3,CONDER,137,24/05/2017
HOLDEN,COMMODORE,CASEY,136,24/05/2017
MAZDA,3,PHILLIP,136,24/05/2017
HOLDEN,COMMODORE,BONNER,135,24/05/2017
MAZDA,3,CURTIN,135,24/05/2017
TOYOTA,CAMRY,BRUCE,135,24/05/2017
TOYOTA,COROLLA,PHILLIP,135,24/05/2017
HOLDEN,COMMODORE,BONYTHON,134,24/05/2017
MITSUBISHI,LANCER,GORDON,134,24/05/2017
TOYOTA,COROLLA,AMAROO,134,24/05/2017
TOYOTA,COROLLA,CASEY,133,24/05/2017
FORD,FALCON,AMAROO,132,24/05/2017
FORD,FALCON,NICHOLLS,132,24/05/2017
FORD,FALCON,RICHARDSON,132,24/05/2017
HOLDEN,COMMODORE,MELBA,132,24/05/2017
HOLDEN,COMMODORE,NARRABUNDAH,132,24/05/2017
MITSUBISHI,TRITON,FYSHWICK,131,24/05/2017
MITSUBISHI,TRITON,KAMBAH,131,24/05/2017
TOYOTA,CAMRY,GORDON,131,24/05/2017
TOYOTA,CAMRY,NICHOLLS,131,24/05/2017
TOYOTA,COROLLA,AINSLIE,131,24/05/2017
MAZDA,3,CRACE,130,24/05/2017
TOYOTA,CAMRY,CASEY,130,24/05/2017
VOLKSWAGEN,GOLF,GRIFFITH,129,24/05/2017
FORD,FALCON,NARRABUNDAH,128,24/05/2017
FORD,FALCON,THEODORE,127,24/05/2017
HOLDEN,COMMODORE,GUNGAHLIN,126,24/05/2017
TOYOTA,COROLLA,BANKS,126,24/05/2017
TOYOTA,COROLLA,THEODORE,126,24/05/2017
HOLDEN,COMMODORE,SPENCE,125,24/05/2017
HONDA,CIVIC,KAMBAH,125,24/05/2017
MAZDA,3,O'CONNOR,125,24/05/2017
TOYOTA,COROLLA,DOWNER,125,24/05/2017
HOLDEN,COMMODORE,CURTIN,124,24/05/2017
HYUNDAI,I30,DICKSON,124,24/05/2017
TOYOTA,CAMRY,MONASH,124,24/05/2017
TOYOTA,COROLLA,BONYTHON,124,24/05/2017
HOLDEN,COMMODORE,GIRALANG,123,24/05/2017
HOLDEN,COMMODORE,MCKELLAR,122,24/05/2017
MAZDA,3,WATSON,122,24/05/2017
MAZDA,3,BONNER,121,24/05/2017
MAZDA,3,CHISHOLM,121,24/05/2017
MAZDA,3,FORDE,121,24/05/2017
MITSUBISHI,LANCER,WANNIASSA,121,24/05/2017
SUBARU,FORESTER,WANNIASSA,121,24/05/2017
TOYOTA,COROLLA,KINGSTON,121,24/05/2017
TOYOTA,HILUX,NGUNNAWAL,121,24/05/2017
TOYOTA,YARIS,KAMBAH,121,24/05/2017
VOLKSWAGEN,GOLF,CURTIN,121,24/05/2017
HYUNDAI,I30,NGUNNAWAL,120,24/05/2017
MAZDA,3,NARRABUNDAH,120,24/05/2017
TOYOTA,CAMRY,CURTIN,120,24/05/2017
TOYOTA,CAMRY,NARRABUNDAH,120,24/05/2017
HOLDEN,COMMODORE,GOWRIE,119,24/05/2017
MITSUBISHI,MAGNA,KAMBAH,119,24/05/2017
NISSAN,X-TRAIL,KAMBAH,119,24/05/2017
TOYOTA,COROLLA,ISABELLA PLAINS,119,24/05/2017
TOYOTA,COROLLA,WESTON,118,24/05/2017
VOLKSWAGEN,GOLF,HARRISON,118,24/05/2017
VOLKSWAGEN,GOLF,NICHOLLS,118,24/05/2017
FORD,FALCON,BONYTHON,117,24/05/2017
FORD,FALCON,HIGGINS,117,24/05/2017
FORD,FALCON,WATSON,117,24/05/2017
FORD,FOCUS,NGUNNAWAL,117,24/05/2017
MAZDA,3,AINSLIE,117,24/05/2017
MAZDA,3,LYNEHAM,117,24/05/2017
FORD,FALCON,BELCONNEN,116,24/05/2017
SUBARU,FORESTER,O'CONNOR,116,24/05/2017
TOYOTA,COROLLA,RIVETT,116,24/05/2017
TOYOTA,HILUX,GORDON,116,24/05/2017
HOLDEN,COMMODORE,WATSON,115,24/05/2017
MAZDA,3,BONYTHON,115,24/05/2017
RENAULT,PR,GREENWAY,115,24/05/2017
TOYOTA,COROLLA,FYSHWICK,115,24/05/2017
VOLKSWAGEN,GOLF,BRUCE,115,24/05/2017
HONDA,CIVIC,NGUNNAWAL,114,24/05/2017
FORD,FALCON,FLYNN,113,24/05/2017
HOLDEN,COMMODORE,PARKES,113,24/05/2017
HOLDEN,CRUZE,KAMBAH,113,24/05/2017
MAZDA,2,NGUNNAWAL,113,24/05/2017
VOLKSWAGEN,GOLF,WATSON,113,24/05/2017
MAZDA,3,GRIFFITH,112,24/05/2017
TOYOTA,COROLLA,GRIFFITH,111,24/05/2017
TOYOTA,COROLLA,PAGE,111,24/05/2017
VOLKSWAGEN,GOLF,NARRABUNDAH,111,24/05/2017
FORD,TERRITORY,KAMBAH,110,24/05/2017
HONDA,JAZZ,KAMBAH,110,24/05/2017
TOYOTA,COROLLA,COOK,110,24/05/2017
TOYOTA,HILUX,KALEEN,109,24/05/2017
HOLDEN,COMMODORE,RIVETT,108,24/05/2017
SUBARU,OUTBACK,KAMBAH,108,24/05/2017
TOYOTA,CAMRY,CHISHOLM,108,24/05/2017
TOYOTA,CAMRY,LYNEHAM,108,24/05/2017
VOLKSWAGEN,GOLF,AINSLIE,108,24/05/2017
FORD,FALCON,BONNER,107,24/05/2017
FORD,RANGER,FYSHWICK,107,24/05/2017
FORD,TERRITORY,PARKES,107,24/05/2017
HONDA,ACCORD,KAMBAH,107,24/05/2017
SUBARU,FORESTER,WATSON,107,24/05/2017
SUBARU,LIBERTY,KAMBAH,107,24/05/2017
TOYOTA,HILUX,WANNIASSA,107,24/05/2017
VOLKSWAGEN,GOLF,O'CONNOR,107,24/05/2017
FORD,FALCON,GILMORE,106,24/05/2017
HOLDEN,BARINA,KAMBAH,106,24/05/2017
MAZDA,3,ISABELLA PLAINS,106,24/05/2017
FORD,FALCON,HARRISON,105,24/05/2017
HONDA,CIVIC,FRANKLIN,105,24/05/2017
HONDA,CR-V,KAMBAH,105,24/05/2017
MAZDA,3,THEODORE,105,24/05/2017
TOYOTA,COROLLA,HACKETT,105,24/05/2017
VOLKSWAGEN,GOLF,NGUNNAWAL,105,24/05/2017
HOLDEN,COMMODORE,BRUCE,104,24/05/2017
HOLDEN,COMMODORE,FRANKLIN,104,24/05/2017
HOLDEN,COMMODORE,PHILLIP,104,24/05/2017
MITSUBISHI,LANCER,DUNLOP,104,24/05/2017
NISSAN,NAVARA,KAMBAH,104,24/05/2017
SUBARU,FORESTER,AINSLIE,104,24/05/2017
TOYOTA,COROLLA,MELBA,104,24/05/2017
FORD,FALCON,GIRALANG,103,24/05/2017
FORD,FALCON,RIVETT,103,24/05/2017
SUBARU,FORESTER,CURTIN,103,24/05/2017
TOYOTA,CAMRY,CRACE,103,24/05/2017
VOLKSWAGEN,GOLF,BRADDON,103,24/05/2017
VOLKSWAGEN,GOLF,CAMPBELL,103,24/05/2017
VOLKSWAGEN,GOLF,YARRALUMLA,103,24/05/2017
HOLDEN,CRUZE,NGUNNAWAL,102,24/05/2017
HONDA,CIVIC,BELCONNEN,102,24/05/2017
MAZDA,3,HOLT,102,24/05/2017
FORD,FALCON,CURTIN,101,24/05/2017
FORD,FALCON,GUNGAHLIN,101,24/05/2017
HOLDEN,COMMODORE,DOWNER,101,24/05/2017
HOLDEN,CRUZE,GORDON,101,24/05/2017
TOYOTA,CAMRY,BRADDON,101,24/05/2017
TOYOTA,CAMRY,HOLT,101,24/05/2017
TOYOTA,COROLLA,GIRALANG,101,24/05/2017
TOYOTA,COROLLA,MAWSON,101,24/05/2017
HOLDEN,COMMODORE,FRASER,100,24/05/2017
MAZDA,3,BRADDON,100,24/05/2017
TOYOTA,HILUX,CHISHOLM,100,24/05/2017
TOYOTA,HILUX,DICKSON,100,24/05/2017
FORD,FALCON,GOWRIE,99,24/05/2017
MITSUBISHI,LANCER,MACGREGOR,99,24/05/2017
TOYOTA,HILUX,CALWELL,99,24/05/2017
MAZDA,3,WRIGHT,98,24/05/2017
MITSUBISHI,LANCER,MONASH,98,24/05/2017
TOYOTA,HILUX,DUNLOP,98,24/05/2017
TOYOTA,HILUX,HUME,98,24/05/2017
FORD,FALCON,CASEY,97,24/05/2017
MITSUBISHI,LANCER,CALWELL,97,24/05/2017
SUBARU,IMPREZA,GORDON,97,24/05/2017
TOYOTA,HILUX,NICHOLLS,97,24/05/2017
FORD,FALCON,FISHER,96,24/05/2017
HYUNDAI,GETZ,KAMBAH,96,24/05/2017
HYUNDAI,I30,BELCONNEN,96,24/05/2017
TOYOTA,CAMRY,WATSON,96,24/05/2017
TOYOTA,COROLLA,CRACE,96,24/05/2017
HOLDEN,COMMODORE,SCULLIN,95,24/05/2017
MAZDA,3,FADDEN,95,24/05/2017
MAZDA,3,FLYNN,95,24/05/2017
NISSAN,X-TRAIL,NGUNNAWAL,95,24/05/2017
TOYOTA,COROLLA,LATHAM,95,24/05/2017
FORD,FOCUS,DUNLOP,94,24/05/2017
HOLDEN,COMMODORE,FADDEN,94,24/05/2017
HYUNDAI,I30,KALEEN,94,24/05/2017
MITSUBISHI,LANCER,BELCONNEN,94,24/05/2017
MITSUBISHI,TRITON,GORDON,94,24/05/2017
SUBARU,FORESTER,NARRABUNDAH,94,24/05/2017
TOYOTA,COROLLA,SCULLIN,94,24/05/2017
TOYOTA,COROLLA,TURNER,94,24/05/2017
VOLKSWAGEN,GOLF,KALEEN,94,24/05/2017
FORD,FALCON,AINSLIE,93,24/05/2017
FORD,FALCON,LYNEHAM,93,24/05/2017
HONDA,CIVIC,BRUCE,93,24/05/2017
MAZDA,3,FARRER,93,24/05/2017
MITSUBISHI,LANCER,CHISHOLM,93,24/05/2017
TOYOTA,CAMRY,EVATT,93,24/05/2017
HOLDEN,COMMODORE,FARRER,92,24/05/2017
TOYOTA,CAMRY,AMAROO,92,24/05/2017
TOYOTA,CAMRY,CALWELL,92,24/05/2017
TOYOTA,COROLLA,CAMPBELL,92,24/05/2017
TOYOTA,COROLLA,FLYNN,92,24/05/2017
TOYOTA,HILUX,MACGREGOR,92,24/05/2017
TOYOTA,YARIS,NGUNNAWAL,92,24/05/2017
NISSAN,PULSAR,NGUNNAWAL,91,24/05/2017
TOYOTA,CAMRY,PARKES,91,24/05/2017
TOYOTA,CAMRY,SCULLIN,91,24/05/2017
TOYOTA,COROLLA,FARRER,91,24/05/2017
VOLKSWAGEN,GOLF,DEAKIN,91,24/05/2017
FORD,FALCON,FRANKLIN,90,24/05/2017
FORD,FALCON,PHILLIP,90,24/05/2017
SCANIA,K320,GREENWAY,90,24/05/2017
SUBARU,FORESTER,LYNEHAM,90,24/05/2017
TOYOTA,HILUX,BANKS,90,24/05/2017
VOLKSWAGEN,GOLF,GARRAN,90,24/05/2017
FORD,FALCON,DOWNER,89,24/05/2017
FORD,FALCON,FARRER,89,24/05/2017
HOLDEN,COMMODORE,GRIFFITH,89,24/05/2017
HOLDEN,COMMODORE,LYNEHAM,89,24/05/2017
HOLDEN,COMMODORE,MACQUARIE,89,24/05/2017
SUBARU,FORESTER,KALEEN,89,24/05/2017
SUBARU,FORESTER,NGUNNAWAL,89,24/05/2017
TOYOTA,COROLLA,DUFFY,89,24/05/2017
TOYOTA,COROLLA,FORDE,89,24/05/2017
TOYOTA,COROLLA,MCKELLAR,89,24/05/2017
FORD,FALCON,DUFFY,88,24/05/2017
HOLDEN,COMMODORE,DUFFY,88,24/05/2017
HOLDEN,COMMODORE,FORDE,88,24/05/2017
HONDA,ACCORD,HARRISON,88,24/05/2017
HONDA,CR-V,NGUNNAWAL,88,24/05/2017
MAZDA,3,HAWKER,88,24/05/2017
MAZDA,3,WESTON,88,24/05/2017
TOYOTA,AURION,KAMBAH,88,24/05/2017
TOYOTA,HILUX,CONDER,88,24/05/2017
FORD,FALCON,HOLDER,87,24/05/2017
FORD,FALCON,MELBA,87,24/05/2017
FORD,FALCON,SPENCE,87,24/05/2017
HOLDEN,COMMODORE,WESTON,87,24/05/2017
MAZDA,6,WANNIASSA,87,24/05/2017
MITSUBISHI,TRITON,NGUNNAWAL,87,24/05/2017
TOYOTA,CAMRY,PHILLIP,87,24/05/2017
TOYOTA,COROLLA,DEAKIN,87,24/05/2017
FORD,FALCON,MCKELLAR,86,24/05/2017
FORD,FALCON,WARAMANGA,86,24/05/2017
MAZDA,6,KALEEN,86,24/05/2017
MITSUBISHI,LANCER,HARRISON,86,24/05/2017
SUBARU,IMPREZA,NGUNNAWAL,86,24/05/2017
TOYOTA,CAMRY,O'CONNOR,86,24/05/2017
FORD,RANGER,DICKSON,85,24/05/2017
FORD,RANGER,KAMBAH,85,24/05/2017
HOLDEN,COMMODORE,O'CONNOR,85,24/05/2017
HOLDEN,COMMODORE,WEETANGERA,85,24/05/2017
MAZDA,3,FISHER,85,24/05/2017
MAZDA,3,MCKELLAR,85,24/05/2017
MAZDA,6,NGUNNAWAL,85,24/05/2017
MITSUBISHI,LANCER,CONDER,85,24/05/2017
TOYOTA,CAMRY,ISABELLA PLAINS,85,24/05/2017
TOYOTA,COROLLA,HAWKER,85,24/05/2017
VOLKSWAGEN,GOLF,CASEY,85,24/05/2017
VOLKSWAGEN,GOLF,GUNGAHLIN,85,24/05/2017
VOLKSWAGEN,GOLF,PHILLIP,85,24/05/2017
HONDA,ACCORD,NICHOLLS,84,24/05/2017
MITSUBISHI,LANCER,KALEEN,84,24/05/2017
NISSAN,PULSAR,WANNIASSA,84,24/05/2017
TOYOTA,CAMRY,AINSLIE,84,24/05/2017
VOLKSWAGEN,GOLF,FRANKLIN,84,24/05/2017
VOLKSWAGEN,GOLF,LYNEHAM,84,24/05/2017
VOLKSWAGEN,GOLF,TURNER,84,24/05/2017
FORD,FALCON,WESTON,83,24/05/2017
HOLDEN,COMMODORE,CAMPBELL,83,24/05/2017
HOLDEN,COMMODORE,CHAPMAN,83,24/05/2017
HOLDEN,COMMODORE,FISHER,83,24/05/2017
HOLDEN,COMMODORE,HAWKER,83,24/05/2017
MITSUBISHI,LANCER,BRUCE,83,24/05/2017
MITSUBISHI,PAJERO,KAMBAH,83,24/05/2017
SUBARU,IMPREZA,WANNIASSA,83,24/05/2017
TOYOTA,COROLLA,HIGGINS,83,24/05/2017
VOLKSWAGEN,GOLF,RED HILL,83,24/05/2017
VOLKSWAGEN,GOLF,WANNIASSA,83,24/05/2017
FORD,FOCUS,GORDON,82,24/05/2017
MAZDA,3,DOWNER,82,24/05/2017
MAZDA,3,MAWSON,82,24/05/2017
MAZDA,3,TURNER,82,24/05/2017
MITSUBISHI,LANCER,GUNGAHLIN,82,24/05/2017
TOYOTA,COROLLA,GOWRIE,82,24/05/2017
TOYOTA,HILUX,EVATT,82,24/05/2017
HOLDEN,ASTRA,NGUNNAWAL,81,24/05/2017
HYUNDAI,I30,GORDON,81,24/05/2017
HYUNDAI,ILOAD,FYSHWICK,81,24/05/2017
MAZDA,2,PHILLIP,81,24/05/2017
MAZDA,3,GILMORE,81,24/05/2017
MAZDA,3,GIRALANG,81,24/05/2017
MAZDA,3,GOWRIE,81,24/05/2017
MAZDA,3,ISAACS,81,24/05/2017
MAZDA,3,PEARCE,81,24/05/2017
TOYOTA,CAMRY,LYONS,81,24/05/2017
TOYOTA,COROLLA,GARRAN,81,24/05/2017
TOYOTA,COROLLA,HOLDER,81,24/05/2017
HOLDEN,CRUZE,CASEY,80,24/05/2017
MITSUBISHI,LANCER,ISABELLA PLAINS,80,24/05/2017
SUBARU,OUTBACK,AINSLIE,80,24/05/2017
TOYOTA,CAMRY,TURNER,80,24/05/2017
TOYOTA,HILUX,MONASH,80,24/05/2017
TOYOTA,LANDCRUISER,GORDON,80,24/05/2017
TOYOTA,YARIS,BELCONNEN,80,24/05/2017
VOLKSWAGEN,GOLF,FARRER,80,24/05/2017
MAZDA,3,LATHAM,79,24/05/2017
MAZDA,323,KAMBAH,79,24/05/2017
MITSUBISHI,TRITON,DUNLOP,79,24/05/2017
NISSAN,PATROL,KAMBAH,79,24/05/2017
TOYOTA,CAMRY,MELBA,79,24/05/2017
FORD,FALCON,HAWKER,78,24/05/2017
HONDA,JAZZ,BRUCE,78,24/05/2017
HYUNDAI,I30,BRUCE,78,24/05/2017
HYUNDAI,I30,DUNLOP,78,24/05/2017
KIA,RIO,KAMBAH,78,24/05/2017
MAZDA,6,NICHOLLS,78,24/05/2017
MAZDA,CX-5,KAMBAH,78,24/05/2017
TOYOTA,CAMRY,BANKS,78,24/05/2017
TOYOTA,COROLLA,LYONS,78,24/05/2017
HOLDEN,COMMODORE,HOLDER,77,24/05/2017
HOLDEN,CRUZE,DUNLOP,77,24/05/2017
HONDA,CIVIC,NICHOLLS,77,24/05/2017
NISSAN,PULSAR,GORDON,77,24/05/2017
NISSAN,X-TRAIL,GORDON,77,24/05/2017
SUBARU,FORESTER,HACKETT,77,24/05/2017
TOYOTA,CAMRY,CONDER,77,24/05/2017
TOYOTA,COROLLA,CHAPMAN,77,24/05/2017
TOYOTA,COROLLA,MACQUARIE,77,24/05/2017
TOYOTA,COROLLA,RICHARDSON,77,24/05/2017
TOYOTA,YARIS,GORDON,77,24/05/2017
TOYOTA,YARIS,HARRISON,77,24/05/2017
VOLKSWAGEN,GOLF,FADDEN,77,24/05/2017
FORD,FALCON,SCULLIN,76,24/05/2017
FORD,TERRITORY,NGUNNAWAL,76,24/05/2017
HOLDEN,CAPTIVA,KAMBAH,76,24/05/2017
HOLDEN,COMMODORE,OXLEY,76,24/05/2017
HONDA,CIVIC,PALMERSTON,76,24/05/2017
MAZDA,3,CHAPMAN,76,24/05/2017
MAZDA,3,RICHARDSON,76,24/05/2017
SUBARU,FORESTER,CAMPBELL,76,24/05/2017
TOYOTA,YARIS,BRADDON,76,24/05/2017
VOLKSWAGEN,GOLF,BELCONNEN,76,24/05/2017
VOLKSWAGEN,GOLF,GORDON,76,24/05/2017
HOLDEN,COMMODORE,COOK,75,24/05/2017
HONDA,ACCORD,NGUNNAWAL,75,24/05/2017
HONDA,CIVIC,HARRISON,75,24/05/2017
HYUNDAI,I30,WANNIASSA,75,24/05/2017
MAZDA,3,MELBA,75,24/05/2017
MAZDA,3,RIVETT,75,24/05/2017
MITSUBISHI,TRITON,CALWELL,75,24/05/2017
NISSAN,NAVARA,NGUNNAWAL,75,24/05/2017
SUBARU,OUTBACK,NARRABUNDAH,75,24/05/2017
TOYOTA,CAMRY,DOWNER,75,24/05/2017
TOYOTA,CAMRY,HAWKER,75,24/05/2017
TOYOTA,COROLLA,HUGHES,75,24/05/2017
TOYOTA,COROLLA,STIRLING,75,24/05/2017
TOYOTA,COROLLA,TORRENS,75,24/05/2017
TOYOTA,COROLLA,YARRALUMLA,75,24/05/2017
TOYOTA,KLUGER,HARRISON,75,24/05/2017
TOYOTA,YARIS,KALEEN,75,24/05/2017
FORD,FALCON,FRASER,74,24/05/2017
FORD,FOCUS,HARRISON,74,24/05/2017
FORD,FOCUS,WANNIASSA,74,24/05/2017
HOLDEN,COMMODORE,MAWSON,74,24/05/2017
HYUNDAI,I30,NICHOLLS,74,24/05/2017
MAZDA,3,DEAKIN,74,24/05/2017
MAZDA,3,WEETANGERA,74,24/05/2017
NISSAN,PULSAR,KALEEN,74,24/05/2017
SUBARU,FORESTER,MACGREGOR,74,24/05/2017
SUZUKI,SWIFT,KAMBAH,74,24/05/2017
TOYOTA,CAMRY,GARRAN,74,24/05/2017
TOYOTA,CAMRY,LATHAM,74,24/05/2017
FORD,FALCON,BRUCE,73,24/05/2017
HOLDEN,COMMODORE,PAGE,73,24/05/2017
HYUNDAI,I30,HARRISON,73,24/05/2017
MAZDA,3,HIGGINS,73,24/05/2017
MITSUBISHI,LANCER,BONNER,73,24/05/2017
MITSUBISHI,LANCER,THEODORE,73,24/05/2017
NISSAN,NAVARA,DUNLOP,73,24/05/2017
SUBARU,IMPREZA,MONASH,73,24/05/2017
TOYOTA,HIACE,MITCHELL,73,24/05/2017
TOYOTA,HILUX,FLOREY,73,24/05/2017
TOYOTA,HILUX,ISABELLA PLAINS,73,24/05/2017
VOLKSWAGEN,GOLF,MONASH,73,24/05/2017
FORD,FOCUS,BRUCE,72,24/05/2017
HOLDEN,COLORADO,FYSHWICK,72,24/05/2017
HOLDEN,COMMODORE,CRACE,72,24/05/2017
HOLDEN,RODEO,KAMBAH,72,24/05/2017
KIA,CERATO,KAMBAH,72,24/05/2017
MAZDA,3,CAMPBELL,72,24/05/2017
MAZDA,BT-50,KAMBAH,72,24/05/2017
