MAKE_DESC,MODEL,GAR_SUB,COUNT,RPT_DATE
FIAT,DUCATO,MACGREGOR,2,24/05/2017
FIAT,DUCATO,MCKELLAR,2,24/05/2017
FIAT,DUCATO,NGUNNAWAL,2,24/05/2017
FIAT,DUCATO,O'CONNOR,2,24/05/2017
FIAT,DUCATO,PEARCE,2,24/05/2017
FIAT,DUCATO,WANNIASSA,2,24/05/2017
FIAT,FREEMONT JF,ARANDA,2,24/05/2017
FIAT,FREEMONT JF,BANKS,2,24/05/2017
FIAT,FREEMONT JF,COOMBS,2,24/05/2017
FIAT,FREEMONT JF,FISHER,2,24/05/2017
FIAT,FREEMONT JF,GOWRIE,2,24/05/2017
FIAT,FREEMONT JF,THEODORE,2,24/05/2017
FIAT,FREEMONT JF,WRIGHT,2,24/05/2017
FIAT,PANDA,FISHER,2,24/05/2017
FIAT,PANDA,GARRAN,2,24/05/2017
FIAT,PUNTO,BRUCE,2,24/05/2017
FIAT,PUNTO,CONDER,2,24/05/2017
FIAT,PUNTO,COOK,2,24/05/2017
FIAT,PUNTO,DOWNER,2,24/05/2017
FIAT,PUNTO,FORDE,2,24/05/2017
FIAT,PUNTO,GREENWAY,2,24/05/2017
FIAT,PUNTO,GUNGAHLIN,2,24/05/2017
FIAT,PUNTO,HARRISON,2,24/05/2017
FIAT,PUNTO,HOLT,2,24/05/2017
FIAT,PUNTO,ISAACS,2,24/05/2017
FIAT,PUNTO,NARRABUNDAH,2,24/05/2017
FIAT,PUNTO,NICHOLLS,2,24/05/2017
FIAT,PUNTO,WESTON,2,24/05/2017
FIAT,SCUDO,FYSHWICK,2,24/05/2017
FODEN,FALCON,CALWELL,2,24/05/2017
FORD,A,DOWNER,2,24/05/2017
FORD,A,KAMBAH,2,24/05/2017
FORD,A,PALMERSTON,2,24/05/2017
FORD,A,WEETANGERA,2,24/05/2017
FORD,BRONCO,BANKS,2,24/05/2017
FORD,CAPRI,EVATT,2,24/05/2017
FORD,CAPRI,GORDON,2,24/05/2017
FORD,CORSAIR,DICKSON,2,24/05/2017
FORD,CORTINA,CHISHOLM,2,24/05/2017
FORD,COUGAR,PALMERSTON,2,24/05/2017
FORD,COURIER,BARTON,2,24/05/2017
FORD,COURIER,CHIFLEY,2,24/05/2017
FORD,COURIER,CITY,2,24/05/2017
FORD,COURIER,COOK,2,24/05/2017
FORD,COURIER,CRACE,2,24/05/2017
FORD,COURIER,DICKSON,2,24/05/2017
FORD,COURIER,DOWNER,2,24/05/2017
FORD,COURIER,FISHER,2,24/05/2017
FORD,COURIER,GARRAN,2,24/05/2017
FORD,COURIER,HALL,2,24/05/2017
FORD,COURIER,HIGGINS,2,24/05/2017
FORD,COURIER,HUME,2,24/05/2017
FORD,COURIER,ISAACS,2,24/05/2017
FORD,COURIER,OAKS ESTATE,2,24/05/2017
FORD,COURIER,PAGE,2,24/05/2017
FORD,COURIER,REID,2,24/05/2017
FORD,COURIER,THARWA,2,24/05/2017
FORD,COURIER,THEODORE,2,24/05/2017
FORD,COURIER,WRIGHT,2,24/05/2017
FORD,COURIER,YARRALUMLA,2,24/05/2017
FORD,ECONOVAN,AINSLIE,2,24/05/2017
FORD,ECONOVAN,CASEY,2,24/05/2017
FORD,ECONOVAN,CHARNWOOD,2,24/05/2017
FORD,ECONOVAN,DICKSON,2,24/05/2017
FORD,ECONOVAN,HUME,2,24/05/2017
FORD,ECONOVAN,KINGSTON,2,24/05/2017
FORD,ECONOVAN,MAWSON,2,24/05/2017
FORD,ECONOVAN,MELBA,2,24/05/2017
FORD,ECONOVAN,MITCHELL,2,24/05/2017
FORD,ECONOVAN,MONASH,2,24/05/2017
FORD,ECONOVAN,NARRABUNDAH,2,24/05/2017
FORD,ECONOVAN,NGUNNAWAL,2,24/05/2017
FORD,ECONOVAN,PALMERSTON,2,24/05/2017
FORD,ECONOVAN,SCULLIN,2,24/05/2017
FORD,ECONOVAN,WESTON,2,24/05/2017
FORD,ECOSPORT,CHARNWOOD,2,24/05/2017
FORD,ECOSPORT,CHISHOLM,2,24/05/2017
FORD,ECOSPORT,FADDEN,2,24/05/2017
FORD,ECOSPORT,FLOREY,2,24/05/2017
FORD,ECOSPORT,FORDE,2,24/05/2017
FORD,ECOSPORT,FORREST,2,24/05/2017
FORD,ECOSPORT,FRANKLIN,2,24/05/2017
FORD,ECOSPORT,GARRAN,2,24/05/2017
FORD,ECOSPORT,GIRALANG,2,24/05/2017
FORD,ECOSPORT,GRIFFITH,2,24/05/2017
FORD,ECOSPORT,GUNGAHLIN,2,24/05/2017
FORD,ECOSPORT,KALEEN,2,24/05/2017
FORD,ECOSPORT,MACGREGOR,2,24/05/2017
FORD,ECOSPORT,PHILLIP,2,24/05/2017
FORD,ECOSPORT,RED HILL,2,24/05/2017
FORD,ECOSPORT,WRIGHT,2,24/05/2017
FORD,ESCAPE,CALWELL,2,24/05/2017
FORD,ESCAPE,CHAPMAN,2,24/05/2017
FORD,ESCAPE,CONDER,2,24/05/2017
FORD,ESCAPE,FARRER,2,24/05/2017
FORD,ESCAPE,FORDE,2,24/05/2017
FORD,ESCAPE,FYSHWICK,2,24/05/2017
FORD,ESCAPE,HACKETT,2,24/05/2017
FORD,ESCAPE,ISAACS,2,24/05/2017
FORD,ESCAPE,LYONS,2,24/05/2017
FORD,ESCAPE,MAWSON,2,24/05/2017
FORD,ESCAPE,MCKELLAR,2,24/05/2017
FORD,ESCAPE,MELBA,2,24/05/2017
FORD,ESCAPE,MITCHELL,2,24/05/2017
FORD,ESCAPE,O'MALLEY,2,24/05/2017
FORD,ESCAPE,OXLEY,2,24/05/2017
FORD,ESCAPE,STIRLING,2,24/05/2017
FORD,ESCAPE,THEODORE,2,24/05/2017
FORD,ESCAPE,WATSON,2,24/05/2017
FORD,ESCAPE,WEETANGERA,2,24/05/2017
FORD,ESCAPE,WESTON,2,24/05/2017
FORD,ESCAPE,YARRALUMLA,2,24/05/2017
FORD,ESCORT,CONDER,2,24/05/2017
FORD,EVEREST,AMAROO,2,24/05/2017
FORD,EVEREST,BANKS,2,24/05/2017
FORD,EVEREST,BONNER,2,24/05/2017
FORD,EVEREST,DEAKIN,2,24/05/2017
FORD,EVEREST,GORDON,2,24/05/2017
FORD,EVEREST,HUGHES,2,24/05/2017
FORD,EVEREST,MAWSON,2,24/05/2017
FORD,EVEREST,NGUNNAWAL,2,24/05/2017
FORD,EVEREST,O'CONNOR,2,24/05/2017
FORD,EVEREST,WANNIASSA,2,24/05/2017
FORD,EVEREST,WATSON,2,24/05/2017
FORD,EXPLORER,BANKS,2,24/05/2017
FORD,EXPLORER,CALWELL,2,24/05/2017
FORD,EXPLORER,CHISHOLM,2,24/05/2017
FORD,EXPLORER,FLOREY,2,24/05/2017
FORD,EXPLORER,GRIFFITH,2,24/05/2017
FORD,EXPLORER,HARRISON,2,24/05/2017
FORD,EXPLORER,KAMBAH,2,24/05/2017
FORD,EXPLORER,PALMERSTON,2,24/05/2017
FORD,EXPLORER,SPENCE,2,24/05/2017
FORD,F100,CHISHOLM,2,24/05/2017
FORD,F100,FADDEN,2,24/05/2017
FORD,F100,GOWRIE,2,24/05/2017
FORD,F100,KAMBAH,2,24/05/2017
FORD,F100,MACGREGOR,2,24/05/2017
FORD,F100,O'CONNOR,2,24/05/2017
FORD,F150,PIALLIGO,2,24/05/2017
FORD,F150,WANNIASSA,2,24/05/2017
FORD,F250,CALWELL,2,24/05/2017
FORD,F250,FYSHWICK,2,24/05/2017
FORD,F250,LATHAM,2,24/05/2017
FORD,F250,MAWSON,2,24/05/2017
FORD,F250,RICHARDSON,2,24/05/2017
FORD,F350,DUNLOP,2,24/05/2017
FORD,FAIRLANE,CAMPBELL,2,24/05/2017
FORD,FAIRLANE,CASEY,2,24/05/2017
FORD,FAIRLANE,CHIFLEY,2,24/05/2017
FORD,FAIRLANE,DOWNER,2,24/05/2017
FORD,FAIRLANE,DUNLOP,2,24/05/2017
FORD,FAIRLANE,FISHER,2,24/05/2017
FORD,FAIRLANE,FORREST,2,24/05/2017
FORD,FAIRLANE,FYSHWICK,2,24/05/2017
FORD,FAIRLANE,HOLDER,2,24/05/2017
FORD,FAIRLANE,MITCHELL,2,24/05/2017
FORD,FAIRLANE,WATSON,2,24/05/2017
FORD,FAIRMONT,ARANDA,2,24/05/2017
FORD,FAIRMONT,BRADDON,2,24/05/2017
FORD,FAIRMONT,CITY,2,24/05/2017
FORD,FAIRMONT,CRACE,2,24/05/2017
FORD,FAIRMONT,CURTIN,2,24/05/2017
FORD,FAIRMONT,DICKSON,2,24/05/2017
FORD,FAIRMONT,DOWNER,2,24/05/2017
FORD,FAIRMONT,FARRER,2,24/05/2017
FORD,FAIRMONT,FISHER,2,24/05/2017
FORD,FAIRMONT,GREENWAY,2,24/05/2017
FORD,FAIRMONT,GUNGAHLIN,2,24/05/2017
FORD,FAIRMONT,HARRISON,2,24/05/2017
FORD,FAIRMONT,ISAACS,2,24/05/2017
FORD,FAIRMONT,LYNEHAM,2,24/05/2017
FORD,FAIRMONT,MELBA,2,24/05/2017
FORD,FAIRMONT,O'CONNOR,2,24/05/2017
FORD,FAIRMONT,RED HILL,2,24/05/2017
FORD,FAIRMONT,TORRENS,2,24/05/2017
FORD,FALCON,CANBERRA CITY,2,24/05/2017
FORD,FESTIVA,BONNER,2,24/05/2017
FORD,FESTIVA,CAMPBELL,2,24/05/2017
FORD,FESTIVA,CHAPMAN,2,24/05/2017
FORD,FESTIVA,FLOREY,2,24/05/2017
FORD,FESTIVA,FRASER,2,24/05/2017
FORD,FESTIVA,FYSHWICK,2,24/05/2017
FORD,FESTIVA,HOLDER,2,24/05/2017
FORD,FESTIVA,LYONS,2,24/05/2017
FORD,FESTIVA,OXLEY,2,24/05/2017
FORD,FESTIVA,REID,2,24/05/2017
FORD,FESTIVA,SCULLIN,2,24/05/2017
FORD,FESTIVA,WRIGHT,2,24/05/2017
FORD,FIESTA,THARWA,2,24/05/2017
FORD,FOCUS,HALL,2,24/05/2017
FORD,GALAXY,LYONS,2,24/05/2017
FORD,KUGA,ACTON,2,24/05/2017
FORD,KUGA,ARANDA,2,24/05/2017
FORD,KUGA,CHAPMAN,2,24/05/2017
FORD,KUGA,FARRER,2,24/05/2017
FORD,KUGA,FLOREY,2,24/05/2017
FORD,KUGA,FRASER,2,24/05/2017
FORD,KUGA,GILMORE,2,24/05/2017
FORD,KUGA,GOWRIE,2,24/05/2017
FORD,KUGA,GRIFFITH,2,24/05/2017
FORD,KUGA,HACKETT,2,24/05/2017
FORD,KUGA,HOLT,2,24/05/2017
FORD,KUGA,ISABELLA PLAINS,2,24/05/2017
FORD,KUGA,LYNEHAM,2,24/05/2017
FORD,KUGA,O'CONNOR,2,24/05/2017
FORD,KUGA,OXLEY,2,24/05/2017
FORD,KUGA,PHILLIP,2,24/05/2017
FORD,KUGA,PIALLIGO,2,24/05/2017
FORD,KUGA,RICHARDSON,2,24/05/2017
FORD,KUGA,SYMONSTON,2,24/05/2017
FORD,KUGA,WATSON,2,24/05/2017
FORD,L9000,CHISHOLM,2,24/05/2017
FORD,LANDAU,WATSON,2,24/05/2017
FORD,LASER,LAWSON,2,24/05/2017
FORD,LASER,MAJURA,2,24/05/2017
FORD,LASER,SYMONSTON,2,24/05/2017
FORD,LTD,AINSLIE,2,24/05/2017
FORD,LTD,ISABELLA PLAINS,2,24/05/2017
FORD,LTD,KAMBAH,2,24/05/2017
FORD,LTD,RIVETT,2,24/05/2017
FORD,LTD,WANNIASSA,2,24/05/2017
FORD,MAVERICK,BANKS,2,24/05/2017
FORD,MAVERICK,CALWELL,2,24/05/2017
FORD,MAVERICK,CURTIN,2,24/05/2017
FORD,MAVERICK,DUNLOP,2,24/05/2017
FORD,MAVERICK,KAMBAH,2,24/05/2017
FORD,MAVERICK,LATHAM,2,24/05/2017
FORD,MAVERICK,MACARTHUR,2,24/05/2017
FORD,MAVERICK,NICHOLLS,2,24/05/2017
FORD,MAVERICK,STIRLING,2,24/05/2017
FORD,MODEL T,CALWELL,2,24/05/2017
FORD,MODEL T,EVATT,2,24/05/2017
FORD,MONDEO,ACTON,2,24/05/2017
FORD,MONDEO,COOMBS,2,24/05/2017
FORD,MONDEO,FORREST,2,24/05/2017
FORD,MONDEO,HACKETT,2,24/05/2017
FORD,MONDEO,REID,2,24/05/2017
FORD,MUSTANG,AINSLIE,2,24/05/2017
FORD,MUSTANG,BANKS,2,24/05/2017
FORD,MUSTANG,BELCONNEN,2,24/05/2017
FORD,MUSTANG,BRUCE,2,24/05/2017
FORD,MUSTANG,CALWELL,2,24/05/2017
FORD,MUSTANG,CAMPBELL,2,24/05/2017
FORD,MUSTANG,COOK,2,24/05/2017
FORD,MUSTANG,DUNLOP,2,24/05/2017
FORD,MUSTANG,FARRER,2,24/05/2017
FORD,MUSTANG,FISHER,2,24/05/2017
FORD,MUSTANG,FLOREY,2,24/05/2017
FORD,MUSTANG,HACKETT,2,24/05/2017
FORD,MUSTANG,HAWKER,2,24/05/2017
FORD,MUSTANG,HOLT,2,24/05/2017
FORD,MUSTANG,ISABELLA PLAINS,2,24/05/2017
FORD,MUSTANG,MELBA,2,24/05/2017
FORD,MUSTANG,NARRABUNDAH,2,24/05/2017
FORD,MUSTANG,OXLEY,2,24/05/2017
FORD,MUSTANG,PAGE,2,24/05/2017
FORD,MUSTANG,PALMERSTON,2,24/05/2017
FORD,MUSTANG,PEARCE,2,24/05/2017
FORD,MUSTANG,PHILLIP,2,24/05/2017
FORD,MUSTANG,RED HILL,2,24/05/2017
FORD,MUSTANG,WRIGHT,2,24/05/2017
FORD,MUSTANG,YARRALUMLA,2,24/05/2017
FORD,RANGER,FORREST,2,24/05/2017
FORD,RANGER,JERVIS BAY,2,24/05/2017
FORD,RANGER,STROMLO,2,24/05/2017
FORD,RANGER,URIARRA,2,24/05/2017
FORD,TAURUS,NICHOLLS,2,24/05/2017
FORD,TELSTAR,EVATT,2,24/05/2017
FORD,TELSTAR,FARRER,2,24/05/2017
FORD,TELSTAR,FISHER,2,24/05/2017
FORD,TELSTAR,GIRALANG,2,24/05/2017
FORD,TELSTAR,KAMBAH,2,24/05/2017
FORD,TELSTAR,NICHOLLS,2,24/05/2017
FORD,TELSTAR,PEARCE,2,24/05/2017
FORD,TERRITORY,FORREST,2,24/05/2017
FORD,TERRITORY,OAKS ESTATE,2,24/05/2017
FORD,TRADER,MACGREGOR,2,24/05/2017
FORD,TRADER,PIALLIGO,2,24/05/2017
FORD,TRANSIT,ACTON,2,24/05/2017
FORD,TRANSIT,BELCONNEN,2,24/05/2017
FORD,TRANSIT,CAMPBELL,2,24/05/2017
FORD,TRANSIT,CRACE,2,24/05/2017
FORD,TRANSIT,CURTIN,2,24/05/2017
FORD,TRANSIT,FADDEN,2,24/05/2017
FORD,TRANSIT,GILMORE,2,24/05/2017
FORD,TRANSIT,GIRALANG,2,24/05/2017
FORD,TRANSIT,GUNGAHLIN,2,24/05/2017
FORD,TRANSIT,ISAACS,2,24/05/2017
FORD,TRANSIT,MACQUARIE,2,24/05/2017
FORD,TRANSIT,MONASH,2,24/05/2017
FORD,TRANSIT,NGUNNAWAL,2,24/05/2017
FORD,TRANSIT,O'CONNOR,2,24/05/2017
FORD,TRANSIT,PALMERSTON,2,24/05/2017
FORD,TRANSIT,PEARCE,2,24/05/2017
FORD,TRANSIT,PIALLIGO,2,24/05/2017
FORD,TRANSIT,RICHARDSON,2,24/05/2017
FORD,TRANSIT,SPENCE,2,24/05/2017
FORD,TRANSIT,SYMONSTON,2,24/05/2017
FORD,TRANSIT,THARWA,2,24/05/2017
FORD,ZODIAC,KAMBAH,2,24/05/2017
FOTON,BJ1051V9JD4-FP,FYSHWICK,2,24/05/2017
FOTON,BJ1051V9JD4-FP,HUME,2,24/05/2017
FOTON,P201 TUNLAND,CASEY,2,24/05/2017
FREIGHTER,3 AXLE,FYSHWICK,2,24/05/2017
FREIGHTER,3 AXLE,HUME,2,24/05/2017
FREIGHTLINER,ARGOSY,KAMBAH,2,24/05/2017
FREIGHTLINER,FL,FYSHWICK,2,24/05/2017
FUSO,CANTER,FYSHWICK,2,24/05/2017
GOLF,GOLF,MAWSON,2,24/05/2017
GREAT WALL,CC,BANKS,2,24/05/2017
GREAT WALL,CC,CHIFLEY,2,24/05/2017
GREAT WALL,CC,CHISHOLM,2,24/05/2017
GREAT WALL,CC,DUFFY,2,24/05/2017
GREAT WALL,CC,GORDON,2,24/05/2017
GREAT WALL,CC,GREENWAY,2,24/05/2017
GREAT WALL,CC,ISAACS,2,24/05/2017
GREAT WALL,CC,KALEEN,2,24/05/2017
GREAT WALL,CC,MONASH,2,24/05/2017
GREAT WALL,CC,RICHARDSON,2,24/05/2017
GREAT WALL,V200,GORDON,2,24/05/2017
GREAT WALL,V200,ISABELLA PLAINS,2,24/05/2017
GREAT WALL,V240,BELCONNEN,2,24/05/2017
GREAT WALL,V240,BRUCE,2,24/05/2017
GREAT WALL,V240,CHAPMAN,2,24/05/2017
GREAT WALL,V240,CHIFLEY,2,24/05/2017
GREAT WALL,V240,CONDER,2,24/05/2017
GREAT WALL,V240,CRACE,2,24/05/2017
GREAT WALL,V240,CURTIN,2,24/05/2017
GREAT WALL,V240,FADDEN,2,24/05/2017
GREAT WALL,V240,FLOREY,2,24/05/2017
GREAT WALL,V240,FORDE,2,24/05/2017
GREAT WALL,V240,FORREST,2,24/05/2017
GREAT WALL,V240,FRANKLIN,2,24/05/2017
GREAT WALL,V240,HAWKER,2,24/05/2017
GREAT WALL,V240,MACGREGOR,2,24/05/2017
GREAT WALL,V240,MITCHELL,2,24/05/2017
GREAT WALL,V240,NARRABUNDAH,2,24/05/2017
GREAT WALL,V240,NICHOLLS,2,24/05/2017
GREAT WALL,V240,PALMERSTON,2,24/05/2017
GREAT WALL,V240,PEARCE,2,24/05/2017
GREAT WALL,V240,SCULLIN,2,24/05/2017
GREAT WALL,V240,SPENCE,2,24/05/2017
GREAT WALL,V240,STIRLING,2,24/05/2017
GREAT WALL,X240,CONDER,2,24/05/2017
GREAT WALL,X240,CRACE,2,24/05/2017
GREAT WALL,X240,GILMORE,2,24/05/2017
GREAT WALL,X240,NGUNNAWAL,2,24/05/2017
GREAT WALL,X240,PALMERSTON,2,24/05/2017
GREAT WALL,X240,WANNIASSA,2,24/05/2017
HALLMARK,3 AXLE,MACGREGOR,2,24/05/2017
HAMELEX,CENTURION,HUME,2,24/05/2017
HERCULES,3 AXLE,MITCHELL,2,24/05/2017
HERCULES,DOG TRAILER,FYSHWICK,2,24/05/2017
HERCULES,HEDT,HUME,2,24/05/2017
HINO,300,DUFFY,2,24/05/2017
HINO,300,FORDE,2,24/05/2017
HINO,300,FRANKLIN,2,24/05/2017
HINO,300,HARRISON,2,24/05/2017
HINO,300,LYNEHAM,2,24/05/2017
HINO,300,MACGREGOR,2,24/05/2017
HINO,300,SPENCE,2,24/05/2017
HINO,300,WANNIASSA,2,24/05/2017
HINO,300,WESTON,2,24/05/2017
HINO,500,FAIRBAIRN,2,24/05/2017
HINO,500,MITCHELL,2,24/05/2017
HINO,616,FORDE,2,24/05/2017
HINO,714,HUME,2,24/05/2017
HINO,816,AINSLIE,2,24/05/2017
HINO,816,DICKSON,2,24/05/2017
HINO,1628,MITCHELL,2,24/05/2017
HINO,CREW CAB,FAIRBAIRN,2,24/05/2017
HINO,DUTRO,GORDON,2,24/05/2017
HINO,DUTRO,HOLDER,2,24/05/2017
HINO,DUTRO,MITCHELL,2,24/05/2017
HINO,DUTRO,PEARCE,2,24/05/2017
HINO,DUTRO,YARRALUMLA,2,24/05/2017
HINO,FC,HARRISON,2,24/05/2017
HINO,FC,MELBA,2,24/05/2017
HINO,FD,DICKSON,2,24/05/2017
HINO,FG,DICKSON,2,24/05/2017
HINO,FG,GREENWAY,2,24/05/2017
HINO,FG,MITCHELL,2,24/05/2017
HINO,FM,KINGSTON,2,24/05/2017
HINO,GD,FYSHWICK,2,24/05/2017
HINO,GH,FYSHWICK,2,24/05/2017
HINO,GH,HUME,2,24/05/2017
HINO,GH,MITCHELL,2,24/05/2017
HINO,GH,WATSON,2,24/05/2017
HINO,RANGER,CHISHOLM,2,24/05/2017
HINO,RANGER,ISABELLA PLAINS,2,24/05/2017
HINO,RANGER,MITCHELL,2,24/05/2017
HINO,RK,DICKSON,2,24/05/2017
HOLDEN,1 TONNER,FARRER,2,24/05/2017
HOLDEN,ADVENTRA,CHARNWOOD,2,24/05/2017
HOLDEN,ADVENTRA,EVATT,2,24/05/2017
HOLDEN,ADVENTRA,FLYNN,2,24/05/2017
HOLDEN,ADVENTRA,FRASER,2,24/05/2017
HOLDEN,ADVENTRA,GILMORE,2,24/05/2017
HOLDEN,ADVENTRA,LYONS,2,24/05/2017
HOLDEN,ADVENTRA,MCKELLAR,2,24/05/2017
HOLDEN,ADVENTRA,PALMERSTON,2,24/05/2017
HOLDEN,ADVENTRA,WRECK BAY,2,24/05/2017
HOLDEN,ADVENTURA,CALWELL,2,24/05/2017
HOLDEN,ADVENTURA,COOK,2,24/05/2017
HOLDEN,ADVENTURA,FORDE,2,24/05/2017
HOLDEN,ADVENTURA,GORDON,2,24/05/2017
HOLDEN,ADVENTURA,KALEEN,2,24/05/2017
HOLDEN,APOLLO,AINSLIE,2,24/05/2017
HOLDEN,APOLLO,BELCONNEN,2,24/05/2017
HOLDEN,APOLLO,CHISHOLM,2,24/05/2017
HOLDEN,APOLLO,COOK,2,24/05/2017
HOLDEN,APOLLO,DICKSON,2,24/05/2017
HOLDEN,APOLLO,FADDEN,2,24/05/2017
HOLDEN,APOLLO,FARRER,2,24/05/2017
HOLDEN,APOLLO,FLYNN,2,24/05/2017
HOLDEN,APOLLO,FRASER,2,24/05/2017
HOLDEN,APOLLO,GIRALANG,2,24/05/2017
HOLDEN,APOLLO,HIGGINS,2,24/05/2017
HOLDEN,APOLLO,NARRABUNDAH,2,24/05/2017
HOLDEN,APOLLO,NGUNNAWAL,2,24/05/2017
HOLDEN,APOLLO,O'CONNOR,2,24/05/2017
HOLDEN,APOLLO,SCULLIN,2,24/05/2017
HOLDEN,ASTRA,HALL,2,24/05/2017
HOLDEN,ASTRA,JERVIS BAY,2,24/05/2017
HOLDEN,BARINA,LAWSON,2,24/05/2017
HOLDEN,BARINA,OAKS ESTATE,2,24/05/2017
HOLDEN,BARINA,SWINGER HILL,2,24/05/2017
HOLDEN,CALAIS,ACTON,2,24/05/2017
HOLDEN,CALAIS,DICKSON,2,24/05/2017
HOLDEN,CALAIS,FRANKLIN,2,24/05/2017
HOLDEN,CALAIS,GARRAN,2,24/05/2017
HOLDEN,CALAIS,HACKETT,2,24/05/2017
HOLDEN,CALAIS,HUGHES,2,24/05/2017
HOLDEN,CALAIS,LAWSON,2,24/05/2017
HOLDEN,CALAIS,MACARTHUR,2,24/05/2017
HOLDEN,CALAIS,MACQUARIE,2,24/05/2017
HOLDEN,CALAIS,WARAMANGA,2,24/05/2017
HOLDEN,CALAIS,WRECK BAY,2,24/05/2017
HOLDEN,CAPRICE,BRADDON,2,24/05/2017
HOLDEN,CAPRICE,CURTIN,2,24/05/2017
HOLDEN,CAPRICE,DEAKIN,2,24/05/2017
HOLDEN,CAPRICE,DUFFY,2,24/05/2017
HOLDEN,CAPRICE,FADDEN,2,24/05/2017
HOLDEN,CAPRICE,FLOREY,2,24/05/2017
HOLDEN,CAPRICE,FRASER,2,24/05/2017
HOLDEN,CAPRICE,GILMORE,2,24/05/2017
HOLDEN,CAPRICE,GRIFFITH,2,24/05/2017
HOLDEN,CAPRICE,HOLT,2,24/05/2017
HOLDEN,CAPRICE,ISABELLA PLAINS,2,24/05/2017
HOLDEN,CAPRICE,MACGREGOR,2,24/05/2017
HOLDEN,CAPRICE,PEARCE,2,24/05/2017
HOLDEN,CAPRICE,PHILLIP,2,24/05/2017
HOLDEN,CAPRICE,STIRLING,2,24/05/2017
HOLDEN,CAPRICE,TURNER,2,24/05/2017
HOLDEN,CAPRICE,WATSON,2,24/05/2017
HOLDEN,CAPTIVA,JERVIS BAY,2,24/05/2017
HOLDEN,CAPTIVA,LAWSON,2,24/05/2017
HOLDEN,CAPTIVA,OAKS ESTATE,2,24/05/2017
HOLDEN,CASCADA,BELCONNEN,2,24/05/2017
HOLDEN,CASCADA,THEODORE,2,24/05/2017
HOLDEN,COLORADO,MONCRIEFF,2,24/05/2017
HOLDEN,COLORADO,REID,2,24/05/2017
HOLDEN,COLORADO,THARWA,2,24/05/2017
HOLDEN,COLORADO,TORRENS,2,24/05/2017
HOLDEN,COMBO,ACTON,2,24/05/2017
HOLDEN,COMBO,BRUCE,2,24/05/2017
HOLDEN,COMBO,CITY,2,24/05/2017
HOLDEN,COMBO,CONDER,2,24/05/2017
HOLDEN,COMBO,DICKSON,2,24/05/2017
HOLDEN,COMBO,FARRER,2,24/05/2017
HOLDEN,COMBO,GORDON,2,24/05/2017
HOLDEN,COMBO,HIGGINS,2,24/05/2017
HOLDEN,COMBO,HOLDER,2,24/05/2017
HOLDEN,COMBO,LATHAM,2,24/05/2017
HOLDEN,COMBO,LYNEHAM,2,24/05/2017
HOLDEN,COMBO,MELBA,2,24/05/2017
HOLDEN,COMBO,MONASH,2,24/05/2017
HOLDEN,COMBO,NARRABUNDAH,2,24/05/2017
HOLDEN,COMBO,PALMERSTON,2,24/05/2017
HOLDEN,COMBO,RIVETT,2,24/05/2017
HOLDEN,COMBO,SYMONSTON,2,24/05/2017
HOLDEN,COMBO,TURNER,2,24/05/2017
HOLDEN,COMMODORE,CANBERRA AIRPORT,2,24/05/2017
HOLDEN,COMMODORE,COREE,2,24/05/2017
HOLDEN,COMMODORE,HARMAN,2,24/05/2017
HOLDEN,COMMODORE,MAJURA,2,24/05/2017
HOLDEN,COMMODORE,RUSSELL,2,24/05/2017
HOLDEN,CREWMAN,AMAROO,2,24/05/2017
HOLDEN,CREWMAN,BANKS,2,24/05/2017
HOLDEN,CREWMAN,BELCONNEN,2,24/05/2017
HOLDEN,CREWMAN,CRACE,2,24/05/2017
HOLDEN,CREWMAN,DUFFY,2,24/05/2017
HOLDEN,CREWMAN,FYSHWICK,2,24/05/2017
HOLDEN,CREWMAN,GIRALANG,2,24/05/2017
HOLDEN,CREWMAN,HARRISON,2,24/05/2017
HOLDEN,CREWMAN,HOLDER,2,24/05/2017
HOLDEN,CREWMAN,MELBA,2,24/05/2017
HOLDEN,CREWMAN,MITCHELL,2,24/05/2017
HOLDEN,CREWMAN,PHILLIP,2,24/05/2017
HOLDEN,CREWMAN,RICHARDSON,2,24/05/2017
HOLDEN,CREWMAN,RIVETT,2,24/05/2017
HOLDEN,CREWMAN,SPENCE,2,24/05/2017
HOLDEN,CREWMAN,WANNIASSA,2,24/05/2017
HOLDEN,CREWMAN,WATSON,2,24/05/2017
HOLDEN,CRUZE,FAIRBAIRN,2,24/05/2017
HOLDEN,CRUZE,JERVIS BAY,2,24/05/2017
HOLDEN,CRUZE,OAKS ESTATE,2,24/05/2017
HOLDEN,CRUZE,RAAF FAIRBAIRN,2,24/05/2017
HOLDEN,CRUZE,URIARRA,2,24/05/2017
HOLDEN,CRUZE,WRECK BAY,2,24/05/2017
HOLDEN,EH,AINSLIE,2,24/05/2017
HOLDEN,EH,BONYTHON,2,24/05/2017
HOLDEN,EH,CALWELL,2,24/05/2017
HOLDEN,EH,CURTIN,2,24/05/2017
HOLDEN,EH,FLOREY,2,24/05/2017
HOLDEN,EH,MACQUARIE,2,24/05/2017
HOLDEN,EH,MONASH,2,24/05/2017
HOLDEN,EH,NGUNNAWAL,2,24/05/2017
HOLDEN,EH,NICHOLLS,2,24/05/2017
HOLDEN,EH,PALMERSTON,2,24/05/2017
HOLDEN,EH,RICHARDSON,2,24/05/2017
HOLDEN,EH,THEODORE,2,24/05/2017
