suburb,columnHeight,columnMaterial,outreach,lampType,latitude,longitude 
DOWNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.24427709571835, 149.140416948031
CITY,9 metres,ALUMINIUM,,METAL HALIDE,-35.27666655647248, 149.13230999235145
LYNEHAM,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.24326188554866, 149.12659490580893
CAMPBELL,3.5 metres,STEEL ORDINARY,NONE,COMPACT FLUORESCENT,-35.28896312208433, 149.1521480340607
DICKSON,9 metres,GALVANISED STEEL,3.0,LIGHT EMITTING DIODE,-35.25100911606207, 149.15399943707814
ACTON,12 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.28597831704934, 149.12553366730506
DICKSON,10.5 metres,STEEL ORDINARY,3.0,LIGHT EMITTING DIODE,-35.25007158296834, 149.13774884973836
WATSON,6.5 metres,STEEL ORDINARY,1.5,METAL HALIDE,-35.22696862832626, 149.1667806870332
O'CONNOR,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.24994245597308, 149.12178701048452
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.2555523359362, 149.12317272222202
WATSON,3.5 metres,CONCRETE COLUMN,NONE,METAL HALIDE,-35.23809209164693, 149.1520745051489
ACTON,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.2716205402471, 149.1155079808352
WATSON,12 metres,STEEL ORDINARY,4.5,METAL HALIDE,-35.22633327864901, 149.161312108304
CITY,4.5 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.27901026823196, 149.1264214904099
LYNEHAM,10.5 metres,STEEL ORDINARY,4.5,LIGHT EMITTING DIODE,-35.23159327944957, 149.1446576006518
LYNEHAM,4.5 metres,STEEL ORDINARY,NONE,SODIUM VAPOUR HIGH PRESSURE,-35.25182311448479, 149.1245765462622
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24489597780769, 149.1629241485525
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.27692648135673, 149.12823148879622
DOWNER,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.24585434846629, 149.14661396752297
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25397422203641, 149.14125789526824
CITY,10.5 metres,ALUMINIUM,4.5,METAL HALIDE,-35.2783835043768, 149.130015636631
CITY,4.5 metres,STEEL ORDINARY,0.5,METAL HALIDE,-35.27812592009005, 149.13055924494347
CAMPBELL,4 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.288242670533556, 149.1447195555197
CITY,11 metres,ALUMINIUM,4.5,METAL HALIDE,-35.2786645057084, 149.12409010127953
CITY,4.5 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.27936145737448, 149.13222886151038
LYNEHAM,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.24944315995725, 149.1259343800722
O'CONNOR,6.5 metres,STEEL ORDINARY,0.15,COMPACT FLUORESCENT,-35.25227767297132, 149.10780047130854
WATSON,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.23239558688457, 149.14911707746361
LYNEHAM,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25044848612585, 149.13154088657745
CITY,12 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.28105758554086, 149.1249695351814
BRADDON,3.5 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.27631142777406, 149.14055761364313
WATSON,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.23844917998675, 149.15387309258526
CITY,,,NONE,METAL HALIDE,-35.28076476873609, 149.13535235130607
BRADDON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.27698356483925, 149.1397710627112
O'CONNOR,3.5 metres,CONCRETE COLUMN,NONE,METAL HALIDE,-35.26767253063525, 149.1158195496794
DICKSON,10 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.24914075428545, 149.138951393202
AINSLIE,6.5 metres,WOODEN POLE,1.0,COMPACT FLUORESCENT,-35.26435087573177, 149.14703597660184
CITY,,BRICK WALL,NONE,COMPACT FLUORESCENT,-35.27820668536606, 149.13046512790098
AINSLIE,4 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.26183104614016, 149.14567343737244
WATSON,12 metres,STEEL ORDINARY,4.5,METAL HALIDE,-35.23035637843979, 149.15212146805814
WATSON,9 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.42447526864133, 149.07177740269935
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.28513015123916, 149.098268866316
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.260396108112474, 149.1525672643043
O'CONNOR,6.5 metres,STEEL ORDINARY,0.15,COMPACT FLUORESCENT,-35.25983929286105, 149.12811955210606
O'CONNOR,6.5 metres,STEEL ORDINARY,0.15,LIGHT EMITTING DIODE,-35.25887572401351, 149.12804610962482
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28846396063221, 149.16164764980584
CITY,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.28046971763674, 149.13601530000997
LYNEHAM,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.24553646653498, 149.12068586011537
BRADDON,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.27474029694252, 149.1301280996134
LYNEHAM,12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.24302257348184, 149.12189534730865
DOWNER,6.5 metres,STEEL ORDINARY (LANEWAY),0.15,COMPACT FLUORESCENT,-35.24502078998714, 149.14492617653164
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26462834288424, 149.1119654297493
O'CONNOR,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.26182713589217, 149.1291954577904
TURNER,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.26863850999253, 149.12884004421045
RUSSELL,12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.29822160550835, 149.15312637442088
CITY,10.5 metres,CONCRETE COLUMN,3.7,METAL HALIDE,-35.28487972828284, 149.13180177138037
CAMPBELL,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.2854581111949, 149.16266899766234
HACKETT,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.24223513468204, 149.16398961582163
BRADDON,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.27787290624809, 149.1387107825395
O'CONNOR,6.5 metres,WOODEN POLE,,METAL HALIDE,-35.26054235973229, 149.12244788020422
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24962874111817, 149.15862293475254
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,SODIUM VAPOUR HIGH PRESSURE,-35.2389396346381, 149.12288617707821
LYNEHAM,6.5 metres,STEEL ORDINARY (LANEWAY),0.15,LIGHT EMITTING DIODE,-35.2526621433789, 149.126130981002
RUSSELL,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.29936116312067, 149.1511474678614
CAMPBELL,10.5 metres,CONCRETE COLUMN,3.0,METAL HALIDE,-35.27910140001681, 149.14589454967802
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25335511304282, 149.11865270047983
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.2899224739447, 149.1537722279782
CITY,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.27802763839391, 149.1294286909924
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.26153508524265, 149.13363090457173
CITY,6.5 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.27679312627418, 149.1260186403095
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25177623466191, 149.15566155664732
ACTON,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.28324566181069, 149.1072814420324
CITY,9 metres,GALVANISED STEEL,3.5,METAL HALIDE,-35.27937681648116, 149.1242188568353
CITY,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.28194222535451, 149.12542245060342
DOWNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24165256039302, 149.14818668977233
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.29056545105463, 149.1527349916445
AINSLIE,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.26007053829637, 149.14204084535058
HACKETT,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25644706538466, 149.16390516883837
DOWNER,6.5 metres,STEEL ORDINARY (LANEWAY),0.15,COMPACT FLUORESCENT,-35.24505173677542, 149.14448536252146
LYNEHAM,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.23545509973753, 149.12538101660627
CANBERRA CENTRAL (RURAL DIST.),10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.42446619370276, 149.07189851136525
DICKSON,6.5 metres,STEEL ORDINARY,0.15,COMPACT FLUORESCENT,-35.252126026817635, 149.1375002490722
CAMPBELL,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.28601141082501, 149.16371758236608
DOWNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24140610942597, 149.1445900824661
LYNEHAM,6.5 metres,STEEL ORDINARY (LANEWAY),0.15,COMPACT FLUORESCENT,-35.25151621304247, 149.12859702078407
CITY,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.2798529454043, 149.1357495031379
CITY,,BUS SHELTER,NONE,LIGHT EMITTING DIODE,-35.278574516076354, 149.130186919921
O'CONNOR,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.2656367200238, 149.1204581666982
TURNER,4.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.26610764829623, 149.12173401886207
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,SODIUM VAPOUR HIGH PRESSURE,-35.23793249345724, 149.11976624505817
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.26209215785226, 149.11824137685602
REID,10.5 metres,CONCRETE COLUMN,3.7,MERCURY VAPOUR,-35.28700297570408, 149.13743432310093
WATSON,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.24020169794425, 149.14846754580418
O'CONNOR,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.2514985582045, 149.1234860636455
REID,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.27853750344711, 149.1441726788147
AINSLIE,6.5 metres,CONCRETE COLUMN,1.5,COMPACT FLUORESCENT,-35.27001987807173, 149.1436997231851
TURNER,6.5 metres,STEEL ORDINARY,0.15,COMPACT FLUORESCENT,-35.26672021091798, 149.12467121755108
LYNEHAM,3.5 metres,STEEL ORDINARY (PAINTED),NONE,COMPACT FLUORESCENT,-35.253575030981025, 149.1318836508622
BRADDON,6.5 metres,WOODEN POLE,1.0,COMPACT FLUORESCENT,-35.27665987061217, 149.13793615164857
CITY,10.5 metres,CONCRETE COLUMN,3.7,METAL HALIDE,-35.28616189433455, 149.13056418738196
BRADDON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.27669636080788, 149.1416796776235
HACKETT,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25071423986912, 149.16054190873734
BRADDON,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.27844417174346, 149.13689502650618
ACTON,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.28382146995993, 149.10900998681666
CITY,4.5 metres,ALUMINIUM,NONE,METAL HALIDE,-35.27928196741363, 149.1272575959522
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.25040083443989, 149.11619586103618
CITY,12 metres,STEEL ORDINARY,4.5,METAL HALIDE,-35.2852107676095, 149.12231408731782
DOWNER,6.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.24354945250634, 149.1510521241658
CITY,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.28566694238837, 149.13486143347953
BRADDON,6.5 metres,STEEL ORDINARY,0.15,METAL HALIDE,-35.27350063969342, 149.13533896159274
LYNEHAM,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.23651424537539, 149.14263481200993
CITY,9 metres,STEEL ORDINARY,3.0,METAL HALIDE,-35.27758693552799, 149.1343630175036
TURNER,10.5 metres,CONCRETE COLUMN,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.26071857705133, 149.13174735383507
CITY,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.28322480718291, 149.12810698226227
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24470930691315, 149.16149899299583
TURNER,6.5 metres,STEEL ORDINARY,0.15,COMPACT FLUORESCENT,-35.26894676551504, 149.12581440900635
REID,4.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28777849183916, 149.1413698272947
ACTON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.27801755883157, 149.1122580938451
ACTON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.27729256986738, 149.1128783966728
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.252419628711, 149.12325231393294
CANBERRA CENTRAL (RURAL DIST.),10 metres,ALUMINIUM,NONE,SODIUM VAPOUR HIGH PRESSURE,-35.42446612530466, 149.072030637487
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28722533427188, 149.16238143456792
AINSLIE,6.5 metres,CONCRETE COLUMN,0.6,COMPACT FLUORESCENT,-35.26564748978908, 149.14650015931446
REID,10.5 metres,CONCRETE COLUMN,3.7,METAL HALIDE,-35.28070452048215, 149.14610807055348
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.27345423734892, 149.13321326247367
O'CONNOR,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.26159163461487, 149.1297338943081
REID,4.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28563986823542, 149.14129342733776
DOWNER,10.5 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.24871588299691, 149.14084052751863
CITY,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.28531773324625, 149.13433820003652
LYNEHAM,12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.23998901698126, 149.13644094981177
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25339356479726, 149.1196015157552
TURNER,3.5 metres,STEEL ORDINARY,NONE,COMPACT FLUORESCENT,-35.26523350484345, 149.13006564363826
CITY,12 metres,STEEL ORDINARY,3.7,MERCURY VAPOUR,-35.28421127621222, 149.1324472501304
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28665761286707, 149.14609807790364
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,SODIUM VAPOUR HIGH PRESSURE,-35.23500063526743, 149.12441830786017
CITY,4.5 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.28204216545219, 149.13693898347023
CITY,4.5 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.28148390242828, 149.13545675988595
CITY,9 metres,ALUMINIUM,,METAL HALIDE,-35.27679299660687, 149.1323636001649
DOWNER,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.24345472384075, 149.14573252350428
CITY,6 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.27704423843841, 149.1322492441999
O'CONNOR,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.25910331830618, 149.1140748710404
DOWNER,6.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.24480318066677, 149.1504670821099
TURNER,6.5 metres,STEEL ORDINARY,0.15,COMPACT FLUORESCENT,-35.27160790326796, 149.12565865044868
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.27740208968495, 149.12808076597125
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.23756027191314, 149.12342734236736
CITY,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.27909268530954, 149.12658300204717
DICKSON,10.5 metres,CONCRETE COLUMN,4.3,SODIUM VAPOUR HIGH PRESSURE,-35.25999798966295, 149.13254658619775
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25791391362139, 149.11313240340252
WATSON,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.22539394220892, 149.16556464936076
CANBERRA CENTRAL (RURAL DIST.),10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.26142153233363, 149.10928135562403
HACKETT,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.24435109175734, 149.15976852412416
RUSSELL,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.29478122593851, 149.14748404320937
REID,6.5 metres,CONCRETE COLUMN,,COMPACT FLUORESCENT,-35.2820139761811, 149.14231592215472
BRADDON,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.42445714715438, 149.07196456745916
WATSON,6.5 metres,STEEL ORDINARY,1.5,MERCURY VAPOUR,-35.2384613508389, 149.16192268117456
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25498587023235, 149.1621938268092
AINSLIE,6.5 metres,WOODEN POLE,0.6,MERCURY VAPOUR,-35.25871317125217, 149.13852961170463
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24566993646525, 149.16245507624802
WATSON,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.23144947827963, 149.15312483479528
O'CONNOR,6.5 metres,STEEL ORDINARY,1.5,SODIUM VAPOUR HIGH PRESSURE,-35.25153125755302, 149.10677034950155
TURNER,6.5 metres,STEEL ORDINARY,0.15,LIGHT EMITTING DIODE,-35.26392612471958, 149.1253218633182
CITY,,BUS SHELTER,NONE,LIGHT EMITTING DIODE,-35.27836132443141, 149.12978056807705
CAMPBELL,4 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.28978725556894, 149.14442519775292
CAMPBELL,9 metres,STEEL ORDINARY,3.0,LIGHT EMITTING DIODE,-35.28938372460557, 149.14227003029632
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.29085732610386, 149.1469037826605
CITY,10.5 metres,ALUMINIUM,3.0,METAL HALIDE,-35.27701628780635, 149.1246572293318
O'CONNOR,8.5 metres,WOODEN POLE,0.6,METAL HALIDE,-35.25109383150304, 149.11690157236134
CITY,10.5 metres,STEEL ORDINARY,3.5,METAL HALIDE,-35.28031155675854, 149.12868144207454
O'CONNOR,3.5 metres,STEEL ORDINARY,NONE,COMPACT FLUORESCENT,-35.26586691707126, 149.11838166977765
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.27343176067627, 149.13425413969915
O'CONNOR,10.5 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.25754009868695, 149.1097452264921
BRADDON,9 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.26158419834107, 149.13408297675815
REID,10.5 metres,CONCRETE COLUMN,3.7,METAL HALIDE,-35.28031065164504, 149.14587734472298
CAMPBELL,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.29293548642318, 149.14691943399535
HACKETT,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.25033052046898, 149.15564221713262
DICKSON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.25389765175926, 149.147402961668
DOWNER,6.5 metres,STEEL ORDINARY (LANEWAY),0.15,COMPACT FLUORESCENT,-35.24512596036926, 149.14474647334052
TURNER,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.27239941335104, 149.12034025319318
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.26544150581051, 149.08624236203224
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25494723598061, 149.13385854325387
DICKSON,5.2 metres,STAINLESS STEEL,,LIGHT EMITTING DIODE,-35.24983758560844, 149.1370533328669
AINSLIE,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.27330581991742, 149.1424556450166
O'CONNOR,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.26658549338259, 149.11661047642804
AINSLIE,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.424574027435014, 149.0725041737487
DOWNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.24106377293352, 149.14709238599087
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.26363174778809, 149.08636612095708
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25586418874446, 149.12017800389665
TURNER,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.26622739790661, 149.1231030106792
AINSLIE,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.26131868534773, 149.13885243714842
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25455161257518, 149.16332519552824
DOWNER,6.5 metres,WOODEN POLE,,METAL HALIDE,-35.23951400474588, 149.14060535293353
CAMPBELL,10.5 metres,CONCRETE COLUMN,4.3,METAL HALIDE,-35.2797129859149, 149.1459194035821
O'CONNOR,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.26232495592493, 149.12738356872006
TURNER,10.5 metres,CONCRETE COLUMN,4.3,SODIUM VAPOUR HIGH PRESSURE,-35.272581298045836, 149.1299015933757
AINSLIE,9.5 metres,WOODEN POLE,0.5,COMPACT FLUORESCENT,-35.25622829542582, 149.14725047982503
TURNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.26453925789023, 149.12762553886984
TURNER,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.27474627982556, 149.1258497554585
BRADDON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.26627504336795, 149.1323695781622
LYNEHAM,12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.24295882578322, 149.12262790131103
O'CONNOR,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.24373757300946, 149.11540723353025
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.24209879371661, 149.12083716532385
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.262099416764514, 149.1465646574946
DOWNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.23936131808768, 149.14344459513444
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28173915999756, 149.1558806828313
REID,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.28147724494952, 149.13697577685136
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28626615595034, 149.16296510251874
LYNEHAM,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.24342716877583, 149.1153660816802
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.25839047878135, 149.09084268716234
CITY,3.5 metres,ALUMINIUM,NONE,METAL HALIDE,-35.28222032048957, 149.13350188893614
CITY,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.28562039266562, 149.13155402455283
CITY,12 metres,STEEL ORDINARY,3.5,METAL HALIDE,-35.28017508769157, 149.13168037087928
BRADDON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.27335279825053, 149.13727565049024
TURNER,10.5 metres,STEEL ORDINARY,4.5,LIGHT EMITTING DIODE,-35.27024275408855, 149.13046481046356
LYNEHAM,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.2453770879022, 149.12713024101063
TURNER,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.27045585063461, 149.12920449680593
BRADDON,3.5 metres,STEEL ORDINARY,NONE,COMPACT FLUORESCENT,-35.2678102811025, 149.13366374940827
O'CONNOR,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.25236112350731, 149.12428577184892
CAMPBELL,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.28388363099956, 149.15953108891205
DICKSON,5.2 metres,STAINLESS STEEL,,LIGHT EMITTING DIODE,-35.24965653275476, 149.13684869265217
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25651034063446, 149.1359707835857
CITY,4.5 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.28149715268223, 149.1358269278288
TURNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.26767067150413, 149.1199364864507
O'CONNOR,6.5 metres,WOODEN POLE,0.75,COMPACT FLUORESCENT,-35.24878137081436, 149.11567203741112
AINSLIE,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.26653063655458, 149.1453982337378
DICKSON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.26057676254388, 149.13371909673538
CANBERRA CENTRAL (RURAL DIST.),4 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.27872044658994, 149.1317661758416
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.280902218108686, 149.1557874667157
